Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,CalMass,AlignMasses,Abundance,sn,resolution,rel_abu,peak_index
459.08115380607,36,12,1,0,0,0,0,0,CHO,ConHC,460.08843027295,0.836218267632609,5,459.08115380607,459.08115380607,2556551.3,11.28,233272.9,0.00446963430722656,2690
459.089144525006,36,12,1,0,0,0,0,0,CHO,ConHC,460.096420991886,-16.5312839635007,4,459.089144525006,459.089144525006,2169992.5,9.23,251280.3,0.00379381118791723,2691
459.096611524527,36,12,1,0,0,0,0,0,CHO,ConHC,460.103887991407,-32.7599581324543,4,459.096611524527,459.096611524527,12763274,65.43,217375.3,0.022314110161972,2692
459.1144189841,19,24,13,0,0,0,0,0,CHO,Tannin,460.12169545098,-0.00998275027575854,5,459.1144189841,459.1144189841,24285324,126.55,217796.2,0.0424581807971202,2693
459.12558359208,23,24,10,0,0,0,0,0,CHO,Lignin,460.13286005896,8.88207036443387,4,459.12558359208,459.12558359208,5905550.5,29.05,218319.4,0.0103247101350397,2694
459.13302234018,23,24,10,0,0,0,0,0,CHO,Lignin,460.14029880706,-7.2843340795673,5,459.13302234018,459.13302234018,10682512,54.39,213550.3,0.0186763012041102,2695
459.1508044904,20,28,12,0,0,0,0,0,CHO,Lignin,460.15808095728,-0.00998196104572074,4,459.1508044904,459.1508044904,25424018,132.59,216580.6,0.0444489664965243,2696
459.162068311277,24,28,9,0,0,0,0,0,CHO,Lignin,460.169344778157,8.6657653068641,4,459.162068311277,459.162068311277,2711188.8,12.1,207953.9,0.00473998799626998,2697
459.169367179339,17,32,14,0,0,0,0,0,CHO,Carb,460.176643646219,5.56762368642567,4,459.169367179339,459.169367179339,5292182,25.79,242305.8,0.00925235422707414,2698
459.1871899967,21,32,11,0,0,0,0,0,CHO,Protein,460.19446646358,-0.00998117181696424,4,459.1871899967,459.1871899967,14160025,72.84,213178.9,0.0247560584961412,2699
459.223575503,22,36,10,0,0,0,0,0,CHO,Protein,460.23085196988,-0.0099803827129994,3,459.223575503,459.223575503,4524191,21.72,222815.9,0.00790967085465707,2700
460.055552669091,23,40,9,0,0,0,0,0,CHO,Protein,461.062829135971,-1725.57014531301,6,460.055552669091,460.055552669091,2272042.3,9.77,225849.6,0.00397222547873377,2701
460.063821816952,20,16,12,0,1,0,0,0,CHO,ConHC,461.071098283832,-7.73734733216398,5,460.063821816952,460.063821816952,2052907.6,8.61,229229.6,0.0035891109396186,2702
460.081360130557,17,20,14,0,1,0,0,0,CHO,Tannin,461.088636597437,0.0511653533359507,3,460.081360130557,460.081360130557,2666798.5,11.86,267333.8,0.00466238016270604,2703
460.091989320619,23,40,9,0,0,0,0,0,CHO,Protein,461.099265787499,-1804.45506278957,6,460.091989320619,460.091989320619,4274480.5,20.39,232840.1,0.00747310045699883,2704
460.099965463241,35,12,1,0,1,0,0,0,CHO,ConHC,461.107241930121,-32.6867237175502,5,460.099965463241,460.099965463241,2806577.8,12.61,199005.2,0.00490675716962161,2705
460.109714637567,18,23,13,1,0,0,0,0,CHON,Tannin,461.116991104447,-0.111194443750381,5,460.109714637567,460.109714637567,5101875.5,24.78,235350.3,0.00891964020671077,2706
460.117782781835,18,24,13,0,1,0,0,0,CHO,Tannin,461.125059248715,-0.0293916250486549,1,460.117782781835,460.117782781835,4820276.5,23.29,214307.3,0.00842731894905374,2707
460.120726834478,18,23,13,1,0,0,0,0,CHON,Tannin,461.128003301358,-23.992189757619,4,460.120726834478,460.120726834478,2574133.3,11.37,225881.6,0.00450037302558894,2708
460.128242968875,19,27,12,1,0,0,0,0,CHON,Lignin,461.135519435755,38.6131637986641,5,460.128242968875,460.128242968875,2906422.5,13.14,173633.3,0.00508131627059281,2709
460.136171110639,22,24,10,0,1,0,0,0,CHO,Lignin,461.143447577519,-6.82162640552493,3,460.136171110639,460.136171110639,2925879.8,13.24,228016,0.00511533358743914,2710
460.146162289292,19,27,12,1,0,0,0,0,CHON,Lignin,461.153438756172,-0.245946495716293,4,460.146162289292,460.146162289292,4894009.5,23.68,224680.8,0.00855622680487292,2711
460.154146432058,19,28,12,0,1,0,0,0,CHO,Lignin,461.161422898938,0.0180042427983024,2,460.154146432058,460.154146432058,5061947,24.57,218289.5,0.00884983296543378,2712
460.182379936904,19,10,14,0,0,0,0,0,CHO,ConHC,461.189656403784,1772.36981633409,4,460.182379936904,460.182379936904,3226943.5,14.84,205163.8,0.00564168509940785,2713
460.190422080707,20,32,11,0,1,0,0,0,CHO,Protein,461.197698547587,0.256203604932677,2,460.190422080707,460.190422080707,2967872.8,13.46,218306.7,0.00518875020671972,2714
461.0394230357,17,18,15,0,0,0,0,0,CHO,Tannin,462.04669950258,38.6766245473889,5,461.0394230357,461.0394230357,3740111,17.56,238633.3,0.00653885898492843,2715
461.0572980357,17,18,15,0,0,0,0,0,CHO,Tannin,462.06457450258,-0.00994077502498541,5,461.0572980357,461.0572980357,2229714,9.54,263913.8,0.0038982226524081,2716
461.07584947957,18,22,14,0,0,0,0,0,CHO,Tannin,462.08312594645,38.5849821135206,5,461.07584947957,461.07584947957,14655957,75.47,221564.6,0.0256230994513731,2717
461.087175867501,18,22,14,0,0,0,0,0,CHO,Tannin,462.094452334381,14.0730562467719,5,461.087175867501,461.087175867501,2651607,11.78,222210.7,0.00463582077014535,2718
461.093683542,18,22,14,0,0,0,0,0,CHO,Tannin,462.10096000888,-0.00993999229531463,5,461.093683542,461.093683542,9812440,49.77,226026.3,0.0171551489937253,2719
461.1089396757,22,22,11,0,0,0,0,0,CHO,Lignin,462.11621614258,-0.00993966401708168,5,461.1089396757,461.1089396757,3415514.5,15.84,203221.2,0.00597136493448412,2720
461.112221588639,22,22,11,0,0,0,0,0,CHO,Lignin,462.119498055519,-7.11181032756865,4,461.112221588639,461.112221588639,26743260,139.59,214371.1,0.0467554053709307,2721
461.123413420662,19,26,13,0,0,0,0,0,CHO,Tannin,462.130689887542,14.3921070465465,4,461.123413420662,461.123413420662,2647005,11.76,220316.9,0.0046277750653391,2722
461.1300690483,19,26,13,0,0,0,0,0,CHO,Tannin,462.13734551518,-0.00993920968889731,5,461.1300690483,461.1300690483,12243422,62.67,229189.9,0.0214052497241313,2723
461.141201056149,23,26,10,0,0,0,0,0,CHO,Lignin,462.148477523029,8.91387242717459,4,461.141201056149,461.141201056149,2300896,9.92,266094.2,0.00402267057929187,2724
461.148647332009,23,26,10,0,0,0,0,0,CHO,Lignin,462.155923798889,-7.19831363652577,5,461.148647332009,461.148647332009,18059746,93.52,219699.2,0.0315739646223401,2725
461.1664545546,20,30,12,0,0,0,0,0,CHO,AminoSugar,462.17373102148,-0.00993842720570435,4,461.1664545546,461.1664545546,9943524,50.47,217326.3,0.0173843239543563,2726
461.185105847516,17,34,14,0,0,0,0,0,CHO,Carb,462.192382314396,5.35163818899826,5,461.185105847516,461.185105847516,6730215.5,33.42,211165.3,0.0117664770090191,2727
461.2028400609,21,34,11,0,0,0,0,0,CHO,Protein,462.21011652778,-0.00993764484570664,4,461.2028400609,461.2028400609,3973610.3,18.8,223776.2,0.00694708724226611,2728
462.07113065569,23,42,9,0,0,0,0,0,CHO,Protein,463.07840712257,-1717.90384357033,5,462.07113065569,462.07113065569,3713659.8,17.42,223980.2,0.00649261418984557,2729
462.079333272182,17,22,14,0,1,0,0,0,CHO,Tannin,463.086609739062,38.2229025114214,5,462.079333272182,462.079333272182,3163773.3,14.5,243712.8,0.00553124425156945,2730
462.097081442376,17,22,14,0,1,0,0,0,CHO,Tannin,463.104357909256,-0.102905219763012,3,462.097081442376,462.097081442376,2123904.3,8.98,244237.4,0.00371323490537664,2731
462.104510095053,23,42,9,0,0,0,0,0,CHO,Protein,463.111786561933,-1789.85644262439,4,462.104510095053,462.104510095053,2128001.5,9,229218.5,0.00372039806524891,2732
462.107546953067,23,42,9,0,0,0,0,0,CHO,Protein,463.114823419947,-1796.40216804756,4,462.107546953067,462.107546953067,5777026,28.36,225528.4,0.0101000099639463,2733
462.115601576477,21,22,11,0,1,0,0,0,CHO,Lignin,463.122878043357,-7.15070754255318,4,462.115601576477,462.115601576477,5959299.5,29.33,211591.4,0.0104186798411744,2734
462.125576110123,23,42,9,0,0,0,0,0,CHO,Protein,463.132852577003,-1835.26093036559,4,462.125576110123,462.125576110123,2580101,11.4,206582.8,0.00451080639207575,2735
462.133679731243,18,26,13,0,1,0,0,0,CHO,Tannin,463.140956198123,-0.562330797255112,3,462.133679731243,462.133679731243,2096774.3,8.84,263024.3,0.00366580336009333,2736
462.140819397432,18,8,15,0,0,0,0,0,CHO,ConHC,463.148095864312,1809.83951240011,2,462.140819397432,462.140819397432,1805447.5,7.29,266825,0.00315647493007335,2737
462.143986249368,18,8,15,0,0,0,0,0,CHO,ConHC,463.151262716248,1802.98951827335,6,462.143986249368,462.143986249368,3099272,14.16,235787.8,0.00541847623344256,2738
462.151796884186,22,26,10,0,1,0,0,0,CHO,Lignin,463.159073351066,-6.7394937188041,4,462.151796884186,462.151796884186,3876489.3,18.28,240578.8,0.00677729000269882,2739
462.161731419702,18,8,15,0,0,0,0,0,CHO,ConHC,463.169007886582,1764.6079245401,4,462.161731419702,462.161731419702,2359435,10.23,225775.2,0.00412501467178504,2740
462.169854039933,19,30,12,0,1,0,0,0,CHO,AminoSugar,463.177130506813,-0.106310977369015,2,462.169854039933,462.169854039933,2415244.3,10.53,224572.3,0.00422258641303752,2741
463.0518187273,20,16,13,0,0,0,0,0,CHO,Tannin,464.05909519418,-0.00989804956495969,6,463.0518187273,463.0518187273,2409760.8,10.5,264904,0.00421299957637843,2742
463.054863321066,17,20,15,0,0,0,0,0,CHO,Tannin,464.062139787946,38.9606994496811,5,463.054863321066,463.054863321066,8610593,43.39,221769.7,0.0150539525173482,2743
463.066481378411,16,20,12,2,0,1,0,0,CHONS,Tannin,464.073757845291,-0.135835499177163,6,463.066481378411,463.066481378411,2435875,10.64,226549.3,0.00425865519229577,2744
463.0882042336,21,20,12,0,0,0,0,0,CHO,Lignin,464.09548070048,-0.00989727379386745,6,463.0882042336,463.0882042336,7435046.5,37.16,214990,0.0129987373663203,2745
463.091407170233,21,20,12,0,0,0,0,0,CHO,Lignin,464.098683637113,-6.91131008555351,6,463.091407170233,463.091407170233,28226344,147.46,214493.6,0.0493482902181461,2746
463.099200315428,0,0,0,0,0,0,0,0,,None,464.106476782308,0,3,463.099200315428,463.099200315428,2027304.6,8.47,191284.3,0.00354434905779447,2747
463.102607439271,18,24,14,0,0,0,0,0,CHO,Tannin,464.109883906151,14.4827203258769,4,463.102607439271,463.102607439271,3033897.3,13.81,251413,0.00530418124474249,2748
463.1093336062,18,24,14,0,0,0,0,0,CHO,Tannin,464.11661007308,-0.00989682296563159,5,463.1093336062,463.1093336062,3440426.3,15.97,237980.2,0.00601491838711179,2749
463.1245897399,22,24,11,0,0,0,0,0,CHO,Lignin,464.13186620678,-0.00989649789946287,5,463.1245897399,463.1245897399,8563501,43.14,200226.9,0.0149716212851152,2750
463.127777534972,22,24,11,0,0,0,0,0,CHO,Lignin,464.135054001852,-6.87814532612705,5,463.127777534972,463.127777534972,36524844,191.48,216718.7,0.0638566086307356,2751
463.1457191125,19,28,13,0,0,0,0,0,CHO,Tannin,464.15299557938,-0.00989604726435555,5,463.1457191125,463.1457191125,2891568.3,13.05,282923.4,0.00505534658168948,2752
463.1609752462,23,28,10,0,0,0,0,0,CHO,Lignin,464.16825171308,-0.00989572212670086,4,463.1609752462,463.1609752462,5903155,29.03,212556.7,0.0103205220677074,2753
463.164202712054,23,28,10,0,0,0,0,0,CHO,Lignin,464.171479178934,-6.96307136370255,5,463.164202712054,463.164202712054,18785076,97.37,218680,0.0328420635069824,2754
463.1821046188,20,32,12,0,0,0,0,0,CHO,AminoSugar,464.18938108568,-0.00989527156222889,4,463.1821046188,463.1821046188,2346294.5,10.16,265433.8,0.0041020410550952,2755
463.2008336188,17,36,14,0,0,0,0,0,CHO,Carb,464.20811008568,5.1610027224903,5,463.2008336188,463.2008336188,5081913.5,24.67,199226.1,0.00888474051976106,2756
464.050020312521,18,16,10,3,0,0,1,0,CHONP,Lignin,465.057296779401,0.0719928483886712,5,464.050020312521,464.050020312521,2044361.1,8.56,195554.2,0.00357416904128598,2757
464.058417510415,16,20,15,0,1,0,0,0,CHO,Tannin,465.065693977295,38.4479746343064,4,464.058417510415,464.058417510415,2094026.5,8.82,226039.2,0.0036609993645117,2758
464.08332409738,23,44,9,0,0,0,0,0,CHO,Protein,465.09060056426,-1703.03926159574,4,464.08332409738,464.08332409738,3767246.8,17.7,220781.8,0.00658630067038729,2759
464.086651175788,23,44,9,0,0,0,0,0,CHO,Protein,465.093927642668,-1710.18064114441,5,464.086651175788,464.086651175788,6648783.5,32.99,215553.5,0.0116241089443118,2760
464.094756366801,20,20,12,0,1,0,0,0,CHO,Lignin,465.102032833681,-6.88427152498317,5,464.094756366801,464.094756366801,5885904.5,28.94,217578.5,0.0102903629128268,2761
464.119785956665,23,44,9,0,0,0,0,0,CHO,Protein,465.127062423545,-1781.29693836339,5,464.119785956665,464.119785956665,4187093,19.93,220066.3,0.00732032035513944,2762
464.123059033801,23,44,9,0,0,0,0,0,CHO,Protein,465.130335500681,-1788.32130672615,4,464.123059033801,464.123059033801,5163989.5,25.11,228970.5,0.00902823449361558,2763
464.131148224436,21,24,11,0,1,0,0,0,CHO,Lignin,465.138424691316,-6.897387628657,4,464.131148224436,464.131148224436,7807959,39.14,217902,0.0136507025756997,2764
464.1563178176,18,10,15,0,0,0,0,0,CHO,ConHC,465.16359428448,1802.32369497855,4,464.1563178176,464.1563178176,3078107.3,14.04,195929.2,0.00538147385871135,2765
464.159481892166,18,10,15,0,0,0,0,0,CHO,ConHC,465.166758359046,1795.50941344108,5,464.159481892166,464.159481892166,2302427.8,9.93,257723.3,0.00402534863462047,2766
464.167652084711,22,28,10,0,1,0,0,0,CHO,Lignin,465.174928551591,-7.15127533019849,4,464.167652084711,464.167652084711,4390877,21.01,218431.9,0.00767659717135817,2767
465.0344447915,16,18,16,0,0,0,0,0,CHO,Tannin,466.04172125838,38.115199154523,6,465.0344447915,465.0344447915,2590832.3,11.46,259941,0.00452956798963929,2768
465.0674687915,20,18,13,0,0,0,0,0,CHO,Tannin,466.07474525838,-0.00985524323914904,6,465.0674687915,465.0674687915,8209526,41.26,228646.8,0.0143527646230562,2769
465.070639358447,20,18,13,0,0,0,0,0,CHO,Tannin,466.077915825327,-6.81250949540445,5,465.070639358447,465.070639358447,18748534,97.18,218959.8,0.0327781769044117,2770
465.081924376386,17,22,15,0,0,0,0,0,CHO,Tannin,466.089200843266,14.3088370688934,4,465.081924376386,465.081924376386,2721400.5,12.15,213340.4,0.00475784117396882,2771
465.1038542978,21,22,12,0,0,0,0,0,CHO,Lignin,466.11113076468,-0.00985447392043661,5,465.1038542978,465.1038542978,15746172,81.25,210835.9,0.0275291290179432,2772
465.107113626532,21,22,12,0,0,0,0,0,CHO,Lignin,466.114390093412,-7.00240559232656,5,465.107113626532,465.107113626532,33625212,176.1,215726.9,0.0587871642329126,2773
465.114964009723,18,26,14,0,0,0,0,0,CHO,Tannin,466.122240476603,21.4859247803295,5,465.114964009723,465.114964009723,4172926,19.85,233374.3,0.00729555210220805,2774
465.118559269269,18,26,14,0,0,0,0,0,CHO,Tannin,466.125835736149,13.7726926061674,5,465.118559269269,465.118559269269,3539070.8,16.49,214934.7,0.0061873791710668,2775
465.126808570301,22,44,9,0,1,0,0,0,CHO,Protein,466.134085037181,-1785.31717545386,6,465.126808570301,465.126808570301,2061440.1,8.65,237067.7,0.0036040283616654,2776
465.1402398041,22,26,11,0,0,0,0,0,CHO,Lignin,466.14751627098,-0.00985370472182373,5,465.1402398041,465.1402398041,16667778,86.14,210375.5,0.0291403784363866,2777
465.143573523219,22,26,11,0,0,0,0,0,CHO,Lignin,466.150849990099,-7.16144226520477,4,465.143573523219,465.143573523219,30798978,161.1,213270.8,0.0538460420083556,2778
465.1766253104,23,30,10,0,0,0,0,0,CHO,Lignin,466.18390177728,-0.0098529355213488,3,465.1766253104,465.1766253104,10071177,51.14,213972.7,0.0176075004766582,2779
465.179984420021,23,30,10,0,0,0,0,0,CHO,Lignin,466.187260886901,-7.21534709930181,5,465.179984420021,465.179984420021,13055113,66.97,208788.2,0.0228243340743913,2780
465.2130108167,24,34,9,0,0,0,0,0,CHO,Lignin,466.22028728358,-0.0098521666847841,2,465.2130108167,465.2130108167,4481166.5,21.49,225393.9,0.0078344508576043,2781
465.2165268167,24,34,9,0,0,0,0,0,CHO,Lignin,466.22380328358,-7.55129458251036,4,465.2165268167,465.2165268167,3287183.3,15.15,215178.8,0.00574700271096544,2782
466.062728436077,23,46,9,0,0,0,0,0,CHO,Protein,467.070004902957,-1618.21958062687,6,466.062728436077,466.062728436077,2256160.5,9.68,222676.9,0.00394445923045215,2783
466.066080415846,23,46,9,0,0,0,0,0,CHO,Protein,467.073356882726,-1625.38452694724,7,466.066080415846,466.066080415846,3838241,18.07,209656.4,0.00671042026538,2784
466.074026367889,19,18,13,0,1,0,0,0,CHO,Tannin,467.081302834769,-6.86675285244879,5,466.074026367889,466.074026367889,3504418.3,16.3,220261.8,0.00612679599292711,2785
466.09918721603,23,46,9,0,0,0,0,0,CHO,Protein,467.10646368291,-1696.14567343608,5,466.09918721603,466.09918721603,6147366.5,30.32,212056.1,0.0107474785299615,2786
466.102468196227,23,46,9,0,0,0,0,0,CHO,Protein,467.109744663107,-1703.15776259637,5,466.102468196227,466.102468196227,5590311,27.37,216088.3,0.00977357498504569,2787
466.107219167553,20,22,12,0,1,0,0,0,CHO,Lignin,467.114495634433,-0.0313097387750464,3,466.107219167553,466.107219167553,3901736,18.41,235051.6,0.00682142896304914,2788
466.110438148125,20,22,12,0,1,0,0,0,CHO,Lignin,467.117714615005,-6.92246451684019,5,466.110438148125,466.110438148125,7497000.5,37.48,207160.2,0.0131070519242445,2789
466.1354939969,23,46,9,0,0,0,0,0,CHO,Protein,467.14277046378,-1773.73479944247,5,466.1354939969,466.1354939969,6296877,31.12,222075.1,0.0110088686534809,2790
466.138621978021,23,46,9,0,0,0,0,0,CHO,Protein,467.145898444901,-1780.41886307758,4,466.138621978021,466.138621978021,3939629.5,18.61,220605.1,0.00688767840135335,2791
466.143828946594,21,26,11,0,1,0,0,0,CHO,Lignin,467.151105413474,-0.511393360836132,3,466.143828946594,466.143828946594,3755310.3,17.63,217519.3,0.00656543201427692,2792
466.146851928348,21,26,11,0,1,0,0,0,CHO,Lignin,467.154128395228,-6.98244868293489,4,466.146851928348,466.146851928348,7087407,35.31,212367.6,0.0123909570977425,2793
466.171755778041,17,8,16,0,0,0,0,0,CHO,ConHC,467.179032244921,1717.11894179898,3,466.171755778041,466.171755778041,3531059.3,16.44,224769.4,0.00617337261651327,2794
466.179997728296,22,30,10,0,1,0,0,0,CHO,Lignin,467.187274195176,-0.0474614307568738,2,466.179997728296,466.179997728296,2721588.5,12.15,225534.6,0.0047581698555211,2795
466.183170709146,22,30,10,0,1,0,0,0,CHO,Lignin,467.190447176026,-6.83908295906766,2,466.183170709146,466.183170709146,3437877,15.95,224775,0.0060104614302968,2796
467.0467333494,19,16,14,0,0,0,0,0,CHO,Tannin,468.05400981628,-0.00981356827591053,6,467.0467333494,467.0467333494,4424138.5,21.18,230754.4,0.00773474845567224,2797
467.049833248706,19,16,14,0,0,0,0,0,CHO,Tannin,468.057109715586,-6.63272178078153,6,467.049833248706,467.049833248706,6352331,31.41,231098.5,0.0111058192215657,2798
467.0831188557,20,20,13,0,0,0,0,0,CHO,Tannin,468.09039532258,-0.00981280544964044,6,467.0831188557,467.0831188557,19531216,101.33,215643.2,0.0341465446421718,2799
467.086409257961,20,20,13,0,0,0,0,0,CHO,Tannin,468.093685724841,-7.03917963680372,6,467.086409257961,467.086409257961,20772306,107.91,215844.1,0.0363163498959744,2800
467.094406666192,17,24,15,0,0,0,0,0,CHO,Tannin,468.101683133072,21.0145982866029,5,467.094406666192,467.094406666192,5004754.5,24.26,212799.3,0.00874984296714348,2801
467.097825123025,17,24,15,0,0,0,0,0,CHO,Tannin,468.105101589905,13.7116899030503,6,467.097825123025,467.097825123025,2491859.3,10.93,257354.3,0.00435653288712085,2802
467.119504362,21,24,12,0,0,0,0,0,CHO,Lignin,468.12678082888,-0.00981204262052544,5,467.119504362,467.119504362,28972504,151.41,213491.6,0.0506528063194581,2803
467.122770229003,21,24,12,0,0,0,0,0,CHO,Lignin,468.130046695883,-6.98622168470409,5,467.122770229003,467.122770229003,25572824,133.38,212812.3,0.0447091249383757,2804
467.130682866579,18,28,14,0,0,0,0,0,CHO,Carb,468.137959333459,21.2464606689649,5,467.130682866579,467.130682866579,5202393,25.31,207983.4,0.00909537556804564,2805
467.1558898683,22,28,11,0,0,0,0,0,CHO,Lignin,468.16316633518,-0.00981128003140212,4,467.1558898683,467.1558898683,23324126,121.45,211287.2,0.0407777124424122,2806
467.159180601556,22,28,11,0,0,0,0,0,CHO,Lignin,468.166457068436,-7.03879247634908,4,467.159180601556,467.159180601556,16426462,84.85,212925.8,0.0287184841945293,2807
467.167021026632,19,32,13,0,0,0,0,0,CHO,AminoSugar,468.174297493512,21.3459411189452,3,467.167021026632,467.167021026632,2087391.4,8.78,243951.5,0.00364939917851431,2808
467.18574302351,22,32,7,2,0,1,0,0,CHONS,Lignin,468.19301949039,0.00553598552025578,2,467.18574302351,467.18574302351,2048994.5,8.58,223213.4,0.0035822696429047,2809
467.1922753746,23,32,10,0,0,0,0,0,CHO,Lignin,468.19955184148,-0.00981051768221453,3,467.1922753746,467.1922753746,14992868,77.25,216694,0.0262121230176446,2810
467.195566806941,23,32,10,0,0,0,0,0,CHO,Lignin,468.202843273821,-7.03973858331781,5,467.195566806941,467.195566806941,6108644.5,30.12,210828.3,0.0106797806200294,2811
467.2286608809,24,36,9,0,0,0,0,0,CHO,Protein,468.23593734778,-0.00980975520870946,2,467.2286608809,467.2286608809,4902378,23.72,229596.4,0.00857085750471455,2812
468.053456057947,18,16,14,0,1,0,0,0,CHO,Tannin,469.060732524827,-7.18982381769858,5,468.053456057947,468.053456057947,1829498.3,7.42,269927,0.00319852309112384,2813
468.078346713203,23,48,9,0,0,0,0,0,CHO,Protein,469.085623180083,-1611.1984742987,7,468.078346713203,468.078346713203,5106302.5,24.8,226343.5,0.00892737995794443,2814
468.081523796841,23,48,9,0,0,0,0,0,CHO,Protein,469.088800263721,-1617.96044500433,5,468.081523796841,468.081523796841,2826879.3,12.71,211037.7,0.00494225040650215,2815
468.08657892992,19,20,13,0,1,0,0,0,CHO,Tannin,469.0938553968,-0.234131610041649,3,468.08657892992,468.08657892992,3909248.3,18.45,222686.3,0.00683456276318301,2816
468.089664011136,19,20,13,0,1,0,0,0,CHO,Tannin,469.096940478016,-6.8107690328757,5,468.089664011136,468.089664011136,3996288.8,18.91,240292.5,0.00698673620281559,2817
468.114710670499,23,48,9,0,0,0,0,0,CHO,Protein,469.121987137379,-1688.5885108752,5,468.114710670499,468.114710670499,8676997,43.74,208514.4,0.015170047037547,2818
468.118157761245,23,48,9,0,0,0,0,0,CHO,Protein,469.125434228125,-1695.92401173939,6,468.118157761245,468.118157761245,3354245.8,15.5,193677.4,0.00586424849075026,2819
468.122797883398,20,24,12,0,1,0,0,0,CHO,Lignin,469.130074350278,0.120911288489252,3,468.122797883398,468.122797883398,6135430.5,30.26,211916.2,0.0107266107480042,2820
468.125957966589,20,24,12,0,1,0,0,0,CHO,Lignin,469.133234433469,-6.61509319932522,5,468.125957966589,468.125957966589,6788743,33.72,222705,0.0118688009959918,2821
468.151013626189,23,48,9,0,0,0,0,0,CHO,Protein,469.158290093069,-1765.83675672605,4,468.151013626189,468.151013626189,7732875.5,38.73,219789.2,0.0135194336324531,2822
468.159210841984,21,28,11,0,1,0,0,0,CHO,Lignin,469.166487308864,0.0623890169088021,2,468.159210841984,468.159210841984,6041229,29.76,210977.6,0.010561917688181,2823
468.1623149237,21,28,11,0,1,0,0,0,CHO,Lignin,469.16959139058,-6.55373011538839,3,468.1623149237,468.1623149237,4518541.5,21.68,224215.7,0.00789979379918055,2824
468.187268580615,17,10,16,0,0,0,0,0,CHO,ConHC,469.194545047495,1710.03528402794,1,468.187268580615,468.187268580615,3326609.8,15.36,194188,0.00581593230256561,2825
468.195591799727,22,32,10,0,1,0,0,0,CHO,Lignin,469.202868266607,0.0720784010508371,2,468.195591799727,468.195591799727,3132051.3,14.33,223589.1,0.00547578448454117,2826
469.0623834136,19,18,14,0,0,0,0,0,CHO,Tannin,470.06965988048,-0.00977148775453883,6,469.0623834136,469.0623834136,11718445,59.88,207733.6,0.0204874292173787,2827
469.065755968379,37,10,1,0,0,0,0,0,CHO,ConHC,470.073032435259,0.281887774546985,7,469.065755968379,469.065755968379,8492845,42.76,223046,0.0148480929672554,2828
469.08096102887,20,22,13,0,0,0,0,0,CHO,Tannin,470.08823749575,37.8722468030533,5,469.08096102887,469.08096102887,2170160,9.22,183163.2,0.00379410402919386,2829
469.0987689199,20,22,13,0,0,0,0,0,CHO,Tannin,470.10604538678,-0.00977073145597015,6,469.0987689199,469.0987689199,32700212,171.19,213420.7,0.0571699810634669,2830
469.102008107637,20,22,13,0,0,0,0,0,CHO,Tannin,470.109284574517,-6.90005733495952,4,469.102008107637,469.102008107637,13315892,68.35,211975.6,0.0232802555984399,2831
469.109989354008,17,26,15,0,0,0,0,0,CHO,Carb,470.117265820888,21.0678184622963,6,469.109989354008,469.109989354008,7212853.5,35.97,213328.8,0.0126102759825704,2832
469.11791749894,24,27,2,2,0,2,1,0,CHONSP,UnsatHC,470.12519396582,-0.0807327923334362,4,469.11791749894,469.11791749894,2175286.8,9.25,165357,0.00380306724505669,2833
469.1351544262,21,26,12,0,0,0,0,0,CHO,Lignin,470.14243089308,-0.00976997527446517,4,469.1351544262,469.1351544262,40851256,214.43,212374.4,0.0714205012474794,2834
469.138350430157,21,26,12,0,0,0,0,0,CHO,Lignin,470.145626897037,-6.8076720358959,6,469.138350430157,469.138350430157,10102586,51.3,217495.7,0.017662413023868,2835
469.146328455035,18,30,14,0,0,0,0,0,CHO,Carb,470.153604921915,21.1648924542105,4,469.146328455035,469.146328455035,5413691.5,26.43,222344.2,0.00946479003067172,2836
469.1715399325,22,30,11,0,0,0,0,0,CHO,Lignin,470.17881639938,-0.00976921920999671,4,469.1715399325,469.1715399325,30078784,157.28,212969.4,0.0525869224239926,2837
469.174779840529,22,30,11,0,0,0,0,0,CHO,Lignin,470.182056307409,-6.90052133059777,4,469.174779840529,469.174779840529,5163841,25.1,205418,0.0090279748701554,2838
469.182948566077,19,34,13,0,0,0,0,0,CHO,AminoSugar,470.190225032957,20.6642869742596,3,469.182948566077,469.182948566077,2166594.3,9.2,245260.3,0.00378787009402922,2839
469.2079254388,23,34,10,0,0,0,0,0,CHO,Lignin,470.21520190568,-0.00976846326253761,3,469.2079254388,469.2079254388,13956935,71.75,217628.9,0.0244009950043761,2840
469.2443109451,24,38,9,0,0,0,0,0,CHO,Protein,470.25158741198,-0.0097677074320607,2,469.2443109451,469.2443109451,3560781.3,16.6,205268.8,0.00622533577128329,2841
470.057674490087,22,46,10,0,0,0,0,0,CHO,Protein,471.064950956967,-1604.56272077124,6,470.057674490087,470.057674490087,2099679.3,8.85,185135,0.00367088218939845,2842
470.065684432315,18,18,14,0,1,0,0,0,CHO,Tannin,471.072960899195,0.104497198316292,3,470.065684432315,470.065684432315,2601952.8,11.51,241183,0.00454901002794828,2843
470.076356355344,19,21,11,1,0,1,0,0,CHONS,Lignin,471.083632822224,-0.215693810172319,7,470.076356355344,470.076356355344,2095074.8,8.82,271720.4,0.00366283211382687,2844
