mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
6303,C25H35O8Cl,HCOCl,25,35,8,0,1,498.2020458,497.19476933312,3,6.9,0.434782608695652,3,0,0,0,0.237554236664437,0.13448401614755,0.0903764665126801,1.59035098552704,1.74921155581251,0.90918161399198,0.352196949928877
6339,C22H25O11Cl,HCOCl,22,25,11,0,1,500.1085393,499.10126283312,3,6.8,0.441176470588235,3,0,0,0,0.166249641915783,0.103188606946443,0.0761326774954796,1.5579037964344,1.70109627814963,0.915823411317442,0.362979760412984
6344,C23H29O10Cl,HCOCl,23,29,10,0,1,500.1449248,499.13764833312,3,6.8,0.441176470588235,3,0,0,0,0.143150062998757,0.0918545029878124,0.079593263566494,1.56871949136257,1.71670834859833,0.913794991818738,0.361972797687775
6348,C24H33O9Cl,HCOCl,24,33,9,0,1,500.1813103,499.17403383312,3,6.8,0.441176470588235,3,0,0,0,0.149589504115283,0.0924095811281248,0.0830538272857666,1.57953530550003,1.73246069531888,0.911729374160088,0.274823658177939
6352,C25H37O8Cl,HCOCl,25,37,8,0,1,500.2176958,499.21041933312,3,6.9,0.434782608695652,3,0,0,0,0.160637929453515,0.0975232852184145,0.086514413356781,1.59035098552704,1.74950377875939,0.90902975165609,0.273823273059886
6378,C21H23O12Cl,HCOCl,21,23,12,0,1,502.0878039,501.08052743312,2,6.9,0.289855072463768,2,0,0,0,0.404492691042833,0.328214021355661,0.319957792758942,1.22713029384613,1.63665882067289,0.749777704641955,0.652873128660628
6386,C22H27O11Cl,HCOCl,22,27,11,0,1,502.1241894,501.11691293312,3,6.8,0.441176470588235,3,0,0,0,0.116379299899563,0.0796264729099068,0.0761326774954796,1.5579037964344,1.70132630411536,0.91569958841286,0.504179070689231
6391,C23H31O10Cl,HCOCl,23,31,10,0,1,502.1605749,501.15329843312,3,6.8,0.441176470588235,3,0,0,0,0.112988384207711,0.0817286307739311,0.079593263566494,1.56871949136257,1.71693837549537,0.913672566093097,0.365483596904563
6394,C24H35O9Cl,HCOCl,24,35,9,0,1,502.1969604,501.18968393312,3,6.9,0.434782608695652,3,0,0,0,0.119293148629367,0.0856714286017767,0.0830538272857666,1.57953530550003,1.73373564030044,0.911058911626408,0.334551933903516
6428,C21H25O12Cl,HCOCl,21,25,12,0,1,504.1034539,503.09617743312,3,6.9,0.434782608695652,3,0,0,0,0.124304175260477,0.0816289583604457,0.0726720988750458,1.54708808660507,1.68715280445758,0.916981605055304,0.30557798567024
6434,C22H29O11Cl,HCOCl,22,29,11,0,1,504.1398394,503.13256293312,2,6.8,0.294117647058824,2,0,0,0,0.419738018652424,0.329276877839335,0.319957792758942,1.23794600367546,1.65192903159186,0.749394180985202,0.197255860799552
6438,C23H33O10Cl,HCOCl,23,33,10,0,1,504.1762249,503.16894843312,2,6.8,0.294117647058824,2,0,0,0,0.415485413512215,0.329884440960855,0.319957792758942,1.24876169860363,1.66702253255062,0.749097072307097,0.0273398614394209
6468,C21H27O12Cl,HCOCl,21,27,12,0,1,506.119104,505.11182753312,2,6.9,0.289855072463768,2,0,0,0,0.404552027466707,0.328214420936174,0.319957792758942,1.22713029384613,1.63711887376849,0.7495670067143,0.445906296705427
6473,C22H31O11Cl,HCOCl,22,31,11,0,1,506.1554895,505.14821303312,2,6.8,0.294117647058824,2,0,0,0,0.420445659896359,0.329306177855091,0.319957792758942,1.23794600367546,1.65215905848891,0.749289844288787,0.298414092249065
6477,C23H35O10Cl,HCOCl,23,35,10,0,1,506.191875,505.18459853312,2,6.9,0.289855072463768,2,0,0,0,0.458310397109017,0.333273687305591,0.319957792758942,1.24876169860363,1.66725255851634,0.748993721572023,0.186573687009126
6515,C26H33O8Cl,HCOCl,26,33,8,0,1,508.1863957,507.17911923312,2,7,0.285714285714286,2,0,0,0,1.34476724057458,0.81746255439964,0.718791127204895,1.28120890259743,1.71162800816819,0.74853233090559,0.921074483305351
6537,C23H23O11Cl,HCOCl,23,23,11,0,1,510.0928892,509.08561273312,2,6.9,0.289855072463768,2,0,0,0,0.784065540181473,0.498109865292183,0.37324583530426,1.24876169860363,1.66641688928939,0.749369324464862,0.670266040093282
6544,C24H27O10Cl,HCOCl,24,27,10,0,1,510.1292747,509.12199823312,3,6.8,0.441176470588235,3,0,0,0,0.640302710118704,0.540920956180175,0.534292697906494,1.57953530550003,1.73437721573282,0.910721895543718,0.474805141084438
6548,C25H31O9Cl,HCOCl,25,31,9,0,1,510.1656603,509.15838383312,2,6.8,0.294117647058824,2,0,0,0,0.891093463404104,0.57669282281027,0.471792578697205,1.2703931927681,1.69668781850487,0.748748932427401,0.294887986060616
6552,C26H35O8Cl,HCOCl,26,35,8,0,1,510.2020458,509.19476933312,2.1,7,0.3,2,1,0,0,0.772077379515395,0.481738177789788,0.348501116037369,1.28120890259743,1.71185803413391,0.748431749041407,0.248737159379136
6554,C27H39O7Cl,HCOCl,27,39,7,0,1,510.2384313,509.23115483312,2,7,0.285714285714286,2,0,0,0,0.643074322375469,0.39697404481302,0.319957792758942,1.29202470183373,1.72705157834571,0.748110084280932,0.442169860647284
6575,C23H25O11Cl,HCOCl,23,25,11,0,1,512.1085393,511.10126283312,4,6.9,0.579710144927536,4,0,0,0,1.47315536090173,1.02860773159599,0.990530550479889,1.57818893995136,1.72712275595404,0.913767671991321,0.136436277728437
6580,C24H29O10Cl,HCOCl,24,29,10,0,1,512.1449248,511.13764833312,3,6.8,0.441176470588235,3,0,0,0,0.286307267728262,0.207056513202691,0.189371138811111,1.57953530550003,1.73460724169854,0.910601124870975,0.305678581343043
6585,C25H33O9Cl,HCOCl,25,33,9,0,1,512.1813103,511.17403383312,3,6.9,0.434782608695652,3,0,0,0,0.223097712500021,0.136853331700458,0.103457629680634,1.59035098552704,1.75153303425759,0.907976586465655,0.357519904683525
6589,C26H37O8Cl,HCOCl,26,37,8,0,1,512.2176958,511.21041933312,2,7,0.285714285714286,2,0,0,0,0.517243353417143,0.34553171750014,0.319957792758942,1.28120890259743,1.71208806009963,0.748331194204386,0.434783700292137
6618,C22H23O12Cl,HCOCl,22,23,12,0,1,514.0878039,513.08052743312,2,6.9,0.289855072463768,2,0,0,0,0.456077485228889,0.332707223949748,0.319957792758942,1.23794600367546,1.65177633089479,0.74946345974388,0.227519705343467
6624,C23H27O11Cl,HCOCl,23,27,11,0,1,514.1241894,513.11691293312,3,6.9,0.434782608695652,3,0,0,0,0.201732258545235,0.113752323207165,0.079593263566494,1.56871949136257,1.72012015874498,0.911982505051933,0.495495456603436
6629,C24H31O10Cl,HCOCl,24,31,10,0,1,514.1605749,513.15329843312,3,6.8,0.441176470588235,3,0,0,0,0.139775209012441,0.0905096786984559,0.0830538272857666,1.57953530550003,1.73483726859558,0.910480385735962,0.393173368480769
6632,C25H35O9Cl,HCOCl,25,35,9,0,1,514.1969604,513.18968393312,3,6.9,0.434782608695652,3,0,0,0,0.150919229490682,0.0948919154450858,0.086514413356781,1.59035098552704,1.75182525825221,0.907825125842589,0.228510661961087
6635,C26H39O8Cl,HCOCl,26,39,8,0,1,514.2333459,513.22606943312,2,7,0.285714285714286,2,0,0,0,0.489824203541502,0.339127459259181,0.319957792758942,1.28120890259743,1.71231808699667,0.748230665976675,0.367831016307111
6653,C22H25O12Cl,HCOCl,22,25,12,0,1,516.1034539,515.09617743312,3,6.9,0.434782608695652,3,0,0,0,0.160146592999808,0.0926792253338754,0.0761326774954796,1.5579037964344,1.70477632468101,0.913846452393638,0.571455314776115
6658,C23H29O11Cl,HCOCl,23,29,11,0,1,516.1398394,515.13256293312,3,6.9,0.434782608695652,3,0,0,0,0.136428843485191,0.090335342702067,0.079593263566494,1.56871949136257,1.7203501847107,0.911860564961881,0.448167420451092
6661,C24H33O10Cl,HCOCl,24,33,10,0,1,516.1762249,515.16894843312,3,6.8,0.441176470588235,3,0,0,0,0.136763892951421,0.0927090197064558,0.0830538272857666,1.57953530550003,1.73506729572546,0.910359678492818,0.295780273305642
6664,C25H37O9Cl,HCOCl,25,37,9,0,1,516.2126104,515.20533393312,3,6.9,0.434782608695652,3,0,0,0,0.132673025829718,0.0912540917801187,0.086514413356781,1.59035098552704,1.75211748119909,0.907673716284511,0.252109213306327
6686,C22H27O12Cl,HCOCl,22,27,12,0,1,518.119104,517.11182753312,3,6.9,0.434782608695652,3,0,0,0,0.158921270514838,0.0973546445589277,0.0761326774954796,1.5579037964344,1.70500635064673,0.913723163461223,0.434871393476025
6689,C23H31O11Cl,HCOCl,23,31,11,0,1,518.1554895,517.14821303312,3,6.9,0.434782608695652,3,0,0,0,0.147575150476769,0.0902964292197437,0.079593263566494,1.56871949136257,1.72058021160774,0.911738656982887,0.194119171016959
6692,C24H35O10Cl,HCOCl,24,35,10,0,1,518.191875,517.18459853312,3,6.9,0.434782608695652,3,0,0,0,0.118913791957311,0.085391922434258,0.0830538272857666,1.57953530550003,1.73634224070702,0.909691228186019,0.100350336942808
6712,C22H29O12Cl,HCOCl,22,29,12,0,1,520.134754,519.12747753312,2,6.9,0.289855072463768,2,0,0,0,0.444124488974921,0.331141201379623,0.319957792758942,1.23794600367546,1.65246640995611,0.749150479681063,0.303401557278088
6746,C25H27O10Cl,HCOCl,25,27,10,0,1,522.1292747,521.12199823312,2,6.9,0.289855072463768,2,0,0,0,1.2116873433115,0.803885602371176,0.729606807231903,1.2703931927681,1.69678647757974,0.748705396674402,0.776073052290755
6751,C27H35O8Cl,HCOCl,27,35,8,0,1,522.2020458,521.19476933312,2,7,0.285714285714286,2,0,0,0,1.08057562727481,0.732834084970328,0.652508735656738,1.29202470183373,1.72716446151026,0.748061189670358,0.488016331678122
6752,C28H39O7Cl,HCOCl,28,39,7,0,1,522.2384313,521.23115483312,2,7,0.285714285714286,2,0,0,0,0.770854573580436,0.475939388468532,0.338458776473999,1.30284041166306,1.7423882036237,0.747732571279749,0.322050909743651
6775,C24H25O11Cl,HCOCl,24,25,11,0,1,524.1085393,523.10126283312,2,6.9,0.289855072463768,2,0,0,0,0.80494802154135,0.511145380499624,0.389728665351868,1.25957751274109,1.681862381869,0.748918298143611,0.337320123195951
6780,C25H29O10Cl,HCOCl,25,29,10,0,1,524.1449248,523.13764833312,2,6.9,0.289855072463768,2,0,0,0,0.930305557441898,0.609041117065297,0.510826885700226,1.2703931927681,1.69701650354546,0.748603911696766,0.387974559919615
6785,C26H33O9Cl,HCOCl,26,33,9,0,1,524.1813103,523.17403383312,2,7,0.285714285714286,2,0,0,0,0.708511235658079,0.437837675368438,0.319957792758942,1.28120890259743,1.71219383226708,0.74828496543584,0.322025915708727
6799,C23H23O12Cl,HCOCl,23,23,12,0,1,526.0878039,525.08052743312,2,6.9,0.289855072463768,2,0,0,0,0.505203712498769,0.343043862823253,0.319957792758942,1.24876169860363,1.66696137865074,0.749124553572077,0.3608600772945
6806,C24H27O11Cl,HCOCl,24,27,11,0,1,526.1241894,525.11691293312,3,6.9,0.434782608695652,3,0,0,0,0.375344385276549,0.245373471711509,0.223637968301773,1.57953530550003,1.73807148297783,0.908786158089321,0.60746895885978
6811,C25H31O10Cl,HCOCl,25,31,10,0,1,526.1605749,525.15329843312,3,6.9,0.434782608695652,3,0,0,0,0.313429223489948,0.194937675059066,0.16822537779808,1.59035098552704,1.75392045662738,0.906740656064373,0.534136979722552
6814,C26H35O9Cl,HCOCl,26,35,9,0,1,526.1969604,525.18968393312,3,7,0.428571428571429,3,0,0,0,0.280886145774275,0.162070950995783,0.122758358716965,1.60116669535637,1.77006928483024,0.904578543381667,0.437966270017595
6815,C27H39O8Cl,HCOCl,27,39,8,0,1,526.2333459,525.22606943312,2,7,0.285714285714286,2,0,0,0,0.477555644698441,0.337234758984586,0.319957792758942,1.29202470183373,1.72762451437302,0.747861986840711,0.261843295390919
6841,C23H25O12Cl,HCOCl,23,25,12,0,1,528.1034539,527.09617743312,3,6.9,0.434782608695652,3,0,0,0,0.260427463566884,0.144247391585323,0.0885857492685318,1.56871949136257,1.72258437343407,0.910677883507811,0.387262104903149
6845,C24H29O11Cl,HCOCl,24,29,11,0,1,528.1398394,527.13256293312,3,6.9,0.434782608695652,3,0,0,0,0.185744036803953,0.106113701694122,0.0830538272857666,1.57953530550003,1.73830150894355,0.908665900232688,0.352161946261689
6848,C25H33O10Cl,HCOCl,25,33,10,0,1,528.1762249,527.16894843312,3,6.9,0.434782608695652,3,0,0,0,0.179304318618961,0.103958767158642,0.086514413356781,1.59035098552704,1.75415048375726,0.906621752382742,0.286715824556257
6852,C26H37O9Cl,HCOCl,26,37,9,0,1,528.2126104,527.20533393312,3,7,0.428571428571429,3,0,0,0,0.1638412498869,0.100314515986325,0.0899749770760536,1.60116669535637,1.77036399673671,0.90442795849203,0.348363988630196
6873,C24H31O11Cl,HCOCl,24,31,11,0,1,530.1554895,529.14821303312,3,6.9,0.434782608695652,3,0,0,0,0.133045513997786,0.090653137301153,0.0830538272857666,1.57953530550003,1.73853153584059,0.908545673712104,0.427449502888339
6877,C25H35O10Cl,HCOCl,25,35,10,0,1,530.191875,529.18459853312,3,6.9,0.434782608695652,3,0,0,0,0.157029586029239,0.0989361980783195,0.086514413356781,1.59035098552704,1.75443897070363,0.906472674218594,0.503975158503837
6881,C26H39O9Cl,HCOCl,26,39,9,0,1,530.2282605,529.22098403312,3,7,0.428571428571429,3,0,0,0,0.13693484896794,0.0949575461190131,0.0899749770760536,1.60116669535637,1.77065870864317,0.904277423729682,0.366968835148508
6901,C23H29O12Cl,HCOCl,23,29,12,0,1,532.134754,531.12747753312,3,6.9,0.434782608695652,3,0,0,0,0.170065361773595,0.102108663439545,0.079593263566494,1.56871949136257,1.72304442536552,0.910434733004516,0.35834083668603
6905,C24H33O11Cl,HCOCl,24,33,11,0,1,532.1711396,531.16386313312,3,6.9,0.434782608695652,3,0,0,0,0.165594954858534,0.101610155097245,0.0830538272857666,1.57953530550003,1.73876156297047,0.908425478880257,0.404275405610818
6908,C25H37O10Cl,HCOCl,25,37,10,0,1,532.2075251,531.20024863312,2.1,6.9,0.304347826086957,2,1,0,0,0.431565122795291,0.331863010022245,0.319957792758942,1.2703931927681,1.69793660950381,0.748198245834009,0.256491362992869
6938,C22H27O13Cl,HCOCl,22,27,13,0,1,534.1140186,533.10674213312,2,6.9,0.289855072463768,2,0,0,0,0.413504007970914,0.329079634665682,0.319957792758942,1.23794600367546,1.65277376165614,0.749011166800589,0.207030345668731
6945,C24H35O11Cl,HCOCl,24,35,11,0,1,534.1867896,533.17951313312,2,6.9,0.289855072463768,2,0,0,0,0.424501885543577,0.330858478447156,0.319957792758942,1.25957751274109,1.68301251379307,0.748406504656539,0.494004544245837
6951,C29H39O7Cl,HCOCl,29,39,7,0,1,534.2384313,533.23115483312,2,7,0.285714285714286,2,0,0,0,1.02096730587073,0.673578041053058,0.583977580070496,1.31365609169006,1.75779781234451,0.747330598812125,0.331394650408848
6976,C28H37O8Cl,HCOCl,28,37,8,0,1,536.2176958,535.21041933312,2,7,0.285714285714286,2,0,0,0,1.13682033901569,0.773334319981777,0.697159588336945,1.30284041166306,1.74273822375108,0.747582392987753,0.545316328736748
6977,C29H41O7Cl,HCOCl,29,41,7,0,1,536.2540813,535.24680483312,2,7,0.285714285714286,2,0,0,0,0.474816263886169,0.337799364042399,0.319957792758942,1.31365609169006,1.75802783831023,0.747232815694612,0.0417954130694041
7001,C25H27O11Cl,HCOCl,25,27,11,0,1,538.1241894,537.11691293312,2,6.9,0.289855072463768,2,0,0,0,0.995574536034837,0.664582028001518,0.575918078422546,1.2703931927681,1.69734518928453,0.748458946823654,0.215759223839808
7005,C26H31O10Cl,HCOCl,26,31,10,0,1,538.1605749,537.15329843312,2,7,0.285714285714286,2,0,0,0,0.92420653172303,0.600733231098444,0.500260472297668,1.28120890259743,1.71252962795552,0.748138240461849,0.317227853453302
7008,C27H35O9Cl,HCOCl,27,35,9,0,1,538.1969604,537.18968393312,2,7,0.285714285714286,2,0,0,0,0.761430476908572,0.471467996753652,0.33317157626152,1.29202470183373,1.72773739660624,0.747813125056863,0.353528824111058
7012,C28H39O8Cl,HCOCl,28,39,8,0,1,538.2333459,537.22606943312,2,7,0.285714285714286,2,0,0,0,0.623861067346297,0.385418334699242,0.319957792758942,1.30284041166306,1.74296825064812,0.747483731375254,0.414023267001647
7026,C24H25O12Cl,HCOCl,24,25,12,0,1,540.1034539,539.09617743312,2,6.9,0.289855072463768,2,0,0,0,0.575527714332566,0.367458725524534,0.319957792758942,1.25957751274109,1.68241398315877,0.748672755546293,0.217113330186309
7032,C25H29O11Cl,HCOCl,25,29,11,0,1,540.1398394,539.13256293312,3,6.9,0.434782608695652,3,0,0,0,0.362035336205736,0.264075939094515,0.248878121376038,1.59035098552704,1.75640713074245,0.905456916959103,0.116032807924992
7037,C26H33O10Cl,HCOCl,26,33,10,0,1,540.1762249,539.16894843312,3,7,0.428571428571429,3,0,0,0,0.281335390289314,0.193707205139366,0.170982718467712,1.60116669535637,1.77239928313065,0.903389383304291,-0.0406752739740482
7042,C27H37O9Cl,HCOCl,27,37,9,0,1,540.2126104,539.20533393312,3,7,0.428571428571429,3,0,0,0,0.263945852522738,0.179705025834177,0.152907222509384,1.61198249459267,1.78876504080836,0.901170616496507,-0.0211769447319158
7043,C28H41O8Cl,HCOCl,28,41,8,0,1,540.248996,539.24171953312,3,7,0.428571428571429,3,0,0,0,0.825274665257894,0.500980424379408,0.371435582637787,1.31698844209313,1.74845836556051,0.753228368506757,0.228085921069881
7062,C24H27O12Cl,HCOCl,24,27,12,0,1,542.119104,541.11182753312,3,6.9,0.434782608695652,3,0,0,0,0.24733524187468,0.160236248480519,0.135657221078873,1.57953530550003,1.74077695549931,0.907373745102782,0.254325067605203
7066,C25H31O11Cl,HCOCl,25,31,11,0,1,542.1554895,541.14821303312,3,6.9,0.434782608695652,3,0,0,0,0.202362509677187,0.131931883563982,0.0988789498806,1.59035098552704,1.75663715763949,0.905338349818411,0.303300465072319
7070,C26H35O10Cl,HCOCl,26,35,10,0,1,542.191875,541.18459853312,3,7,0.428571428571429,3,0,0,0,0.195616162498482,0.127231263848907,0.0899749770760536,1.60116669535637,1.77269010816235,0.903241174519899,0.215532156881023
7074,C27H39O9Cl,HCOCl,27,39,9,0,1,542.2282605,541.22098403312,3.1,7,0.442857142857143,3,1,0,0,0.134912137989886,0.0971129227085977,0.093435563147068,1.61541082570329,1.78906224074308,0.902937186261524,0.138861700695118
7094,C25H33O11Cl,HCOCl,25,33,11,0,1,544.1711396,543.16386313312,3,6.9,0.434782608695652,3,0,0,0,0.158522369572893,0.0988477039706866,0.086514413356781,1.59035098552704,1.75686718476936,0.905219813605783,-0.0999549419706269
7097,C26H37O10Cl,HCOCl,26,37,10,0,1,544.2075251,543.20024863312,3,7,0.428571428571429,3,0,0,0,0.184929466922767,0.118962079319923,0.0899749770760536,1.60116669535637,1.77298482006881,0.903091034526863,0.0666796269091198
7099,C27H41O9Cl,HCOCl,27,41,9,0,1,544.2439106,543.23663413312,2,7,0.285714285714286,2,0,0,0,0.496289228205569,0.340451021737393,0.319957792758942,1.29202470183373,1.72842747543473,0.747514558867308,0.323492008702905
7143,C23H29O13Cl,HCOCl,23,29,13,0,1,548.1296687,547.12239223312,2,6.9,0.289855072463768,2,0,0,0,0.413081911625341,0.329857564728961,0.319957792758942,1.24876169860363,1.66819594753906,0.748570154750595,0.301488996626407
7151,C29H37O8Cl,HCOCl,29,37,8,0,1,548.2176958,547.21041933312,2,7,0.285714285714286,2,0,0,0,1.29715473169927,0.783518049806073,0.686343908309937,1.31365609169006,1.75811936554965,0.747193914947505,0.91533628384893
7181,C28H35O9Cl,HCOCl,28,35,9,0,1,550.1969604,549.18968393312,2,7,0.285714285714286,2,0,0,0,1.00843489624094,0.665828524019068,0.575640857219696,1.30284041166306,1.74308824480977,0.74743227460939,0.365919819030604
7204,C26H29O11Cl,HCOCl,26,29,11,0,1,552.1398394,551.13256293312,2,7,0.285714285714286,2,0,0,0,0.991395275807008,0.657578436188201,0.567264318466187,1.28120890259743,1.71286542480811,0.747991572508363,0.481969119618573
7208,C27H33O10Cl,HCOCl,27,33,10,0,1,552.1762249,551.16894843312,2,7,0.285714285714286,2,0,0,0,0.810140071669593,0.50691822702838,0.381689161062241,1.29202470183373,1.72808030550368,0.74766473393558,0.172617475443335
7211,C28H37O9Cl,HCOCl,28,37,9,0,1,552.2126104,551.20533393312,2,7,0.285714285714286,2,0,0,0,0.633804802666418,0.390346709987415,0.319957792758942,1.30284041166306,1.74331827077549,0.747333653013059,-0.0532398223001432
7214,C29H41O8Cl,HCOCl,29,41,8,0,1,552.248996,551.24171953312,2.1,7,0.3,2,1,0,0,0.612742729135789,0.378823519250218,0.319957792758942,1.31365609169006,1.75857941841241,0.746998445413396,0.0563573539220365
7230,C25H27O12Cl,HCOCl,25,27,12,0,1,554.119104,553.11182753312,3,6.9,0.434782608695652,3,0,0,0,1.88064045715146,1.14701035763744,0.988771378993988,1.28162179235369,1.70579403685406,0.751334431158725,0.380962600066627
7235,C26H31O11Cl,HCOCl,26,31,11,0,1,554.1554895,553.14821303312,4,7,0.571428571428572,4,0,0,0,1.75403816602193,1.11735874271127,0.987835705280304,1.61333100497723,1.78212981228717,0.905282541066239,0.240853247628352
7239,C27H35O10Cl,HCOCl,27,35,10,0,1,554.191875,553.18459853312,3,7,0.428571428571429,3,0,0,0,0.279633013764396,0.178703954822069,0.150316327810287,1.61198249459267,1.79109577625059,0.899997931973873,0.165840085296896
7240,C28H39O9Cl,HCOCl,28,39,9,0,1,554.2282605,553.22098403312,3,7,0.428571428571429,3,0,0,0,0.226706181536429,0.135247318280177,0.0968961268663406,1.622798204422,1.80762006051373,0.897754035746204,0.000456964502058375
7256,C25H29O12Cl,HCOCl,25,29,12,0,1,556.134754,555.12747753312,3,6.9,0.434782608695652,3,0,0,0,0.229345250641927,0.151874909393922,0.124188274145126,1.59035098552704,1.7591238344321,0.904058574159704,0.431284393381412
7257,C26H33O11Cl,HCOCl,26,33,11,0,1,556.1711396,555.16386313312,4,7,0.571428571428572,4,0,0,0,0.588459875201806,0.41491679574227,0.395257294178009,1.61333100497723,1.78235983941704,0.905165707450467,0.152802615918756
7260,C27H37O10Cl,HCOCl,27,37,10,0,1,556.2075251,555.20024863312,4,7,0.571428571428572,4,0,0,0,0.428327379981056,0.266841592978734,0.240603595972061,1.62511995434761,1.79796808841638,0.903864737543249,0.0204308148380126
7263,C28H41O9Cl,HCOCl,28,41,9,0,1,556.2439106,555.23663413312,3,7,0.428571428571429,3,0,0,0,0.189017717610113,0.118223749352802,0.0968961268663406,1.622798204422,1.80791974847671,0.897605220469168,0.0681798179716362
7280,C24H27O13Cl,HCOCl,24,27,13,0,1,558.1140186,557.10674213312,3,6.9,0.434782608695652,3,0,0,0,0.155783338937908,0.0942124824589813,0.0830538272857666,1.57953530550003,1.74348243384156,0.905965712553642,0.623780264896352
7288,C27H39O10Cl,HCOCl,27,39,10,0,1,558.2231751,557.21589863312,3,7,0.428571428571429,3,0,0,0,0.163434891263023,0.106305231747224,0.093435563147068,1.61198249459267,1.79169017612003,0.899699354317762,0.272875441250689
7300,C24H29O13Cl,HCOCl,24,29,13,0,1,560.1296687,559.12239223312,3,6.9,0.434782608695652,3,0,0,0,0.154106064233929,0.0954734020626585,0.0830538272857666,1.57953530550003,1.74371245980728,0.905846199937461,0.368655336826557
7306,C26H37O11Cl,HCOCl,26,37,11,0,1,560.2024397,559.19516323312,2,7,0.285714285714286,2,0,0,0,0.426904272055253,0.332608304179734,0.319957792758942,1.28120890259743,1.71378553076647,0.747589986959699,0.590400775127293
7376,C30H43O8Cl,HCOCl,30,43,8,0,1,566.264646,565.25736953312,2,7,0.285714285714286,2,0,0,0,0.542798837530427,0.351606596984069,0.319957792758942,1.32447189092636,1.77422816737089,0.746505954129341,-0.21226702942705
7395,C28H37O10Cl,HCOCl,28,37,10,0,1,568.2075251,567.20024863312,3,7,0.428571428571429,3,0,0,0,0.282024667132646,0.156532682406902,0.102254122495651,1.622798204422,1.80995541822631,0.896595677484852,0.191496224690447
7397,C29H41O9Cl,HCOCl,29,41,9,0,1,568.2439106,567.23663413312,3,7,0.428571428571429,3,0,0,0,0.294055350706913,0.188290523120985,0.157408326864243,1.63361388444901,1.82663444720674,0.894329944859574,0.38983718683547
7405,C25H27O13Cl,HCOCl,25,27,13,0,1,570.1140186,569.10674213312,4.1,6.9,0.594202898550725,4,1,0,0,0.726353938691318,0.482598681815058,0.456986725330353,1.60653161909431,1.77015816397034,0.907563884286463,0.366907547883188
7408,C26H31O12Cl,HCOCl,26,31,12,0,1,570.1504041,569.14312763312,4,7,0.571428571428572,4,0,0,0,0.771385550964624,0.56560968011897,0.542800188064575,1.61333100497723,1.78551525773946,0.903566070345303,0.504834080276805
7411,C27H35O11Cl,HCOCl,27,35,11,0,1,570.1867896,569.17951313312,3,7,0.428571428571429,3,0,0,0,0.170122614596039,0.106658592538911,0.093435563147068,1.61198249459267,1.79377180361189,0.89865527563028,0.461780673965725
7413,C28H39O10Cl,HCOCl,28,39,10,0,1,570.2231751,569.21589863312,3,7,0.428571428571429,3,0,0,0,0.185856715310365,0.11068156469398,0.0968961268663406,1.622798204422,1.81025510607287,0.896447246014104,0.244809248410625
7436,C26H33O12Cl,HCOCl,26,33,12,0,1,572.1660542,571.15877773312,3,7,0.428571428571429,3,0,0,0,0.125989333260804,0.0932772790699481,0.0899749770760536,1.60116669535637,1.77785515075084,0.900617069214076,0.526927994202608
7441,C30H49O8Cl,HCOCl,30,49,8,0,1,572.3115962,571.30431973312,2,7,0.285714285714286,2,0,0,0,0.463754167663865,0.337494618929329,0.319957792758942,1.32447189092636,1.77491824619938,0.746215716561845,-0.203021824624677
7458,C26H35O12Cl,HCOCl,26,35,12,0,1,574.1817042,573.17442773312,3,7,0.428571428571429,3,0,0,0,0.229584619868547,0.133894744126555,0.0929329693317413,1.60116669535637,1.77808517671656,0.900500558872612,0.287347862198155
7518,C27H29O12Cl,HCOCl,27,29,12,0,1,580.134754,579.12747753312,2.1,7.1,0.295774647887324,2,1,0,0,0.914754613768309,0.589405662394863,0.485919684171677,1.29659580998123,1.72876612260006,0.750012273511669,0.830756138410368
7539,C28H35O11Cl,HCOCl,28,35,11,0,1,582.1867896,581.17951313312,3,7,0.428571428571429,3,0,0,0,0.298420575447381,0.200292437348,0.174374133348465,1.622798204422,1.81234065035824,0.895415662668729,0.483990052227424
7553,C28H37O11Cl,HCOCl,28,37,11,0,1,584.2024397,583.19516323312,3,7,0.428571428571429,3,0,0,0,0.248888459987938,0.154641008189786,0.118418574333191,1.622798204422,1.81259045435581,0.895292260048193,-0.00694951628188475
7555,C29H41O10Cl,HCOCl,29,41,10,0,1,584.2388252,583.23154873312,4,7,0.571428571428572,4,0,0,0,0.363495442550629,0.23280323489912,0.206239283084869,1.64880991447717,1.83585171680897,0.898117151500168,0.0693736278042302
7558,C30H45O9Cl,HCOCl,30,45,9,0,1,584.2752107,583.26793423312,2,7,0.285714285714286,2,0,0,0,0.450838515767828,0.336895126323201,0.319957792758942,1.32447189092636,1.77505246340297,0.7461592928849,0.116541115996345
7577,C28H39O11Cl,HCOCl,28,39,11,0,1,586.2180897,585.21081323312,3,7,0.428571428571429,3,0,0,0,0.140366551466286,0.100874567787659,0.0968961268663406,1.622798204422,1.81289014220238,0.895144259789814,0.124251696279051
7579,C29H43O10Cl,HCOCl,29,43,10,0,1,586.2544753,585.24719883312,3,7,0.428571428571429,3,0,0,0,0.149672754574567,0.105674083598342,0.100356698036194,1.63361388444901,1.82957878091838,0.892890703306578,0.0788167782195397
