Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,test_peaks
563.299341844056,30,50,2,2,0,1,2,0,CHONSP,Lipid,564.306618310936,0.361963970823145,-1,9213487
564.100002131283,0,0,0,0,0,0,0,0,,None,565.107278598163,0,-1,4677396
564.107853134103,24,24,15,0,1,0,0,0,CHO,Lignin,565.115129600983,-0.45063610866646,-1,13780758
564.136145144265,25,27,14,1,0,0,0,0,CHON,Lignin,565.143421611145,-0.472499253531097,-1,12996382
564.144151147141,25,28,14,0,1,0,0,0,CHO,Lignin,565.151427614021,-0.295793326327617,-1,42436384
564.172450157306,26,31,13,1,0,0,0,0,CHON,Lignin,565.179726624186,-0.330048261233466,-1,16312104
564.180436160175,26,32,13,0,1,0,0,0,CHO,Lignin,565.187712627055,-0.117969222412641,-1,58091308
564.208792170362,27,35,12,1,0,0,0,0,CHON,Lignin,565.216068637242,-0.253077274138572,-1,11958067
564.216795173237,27,36,12,0,1,0,0,0,CHO,Lignin,565.224071640117,-0.0710895367627011,-1,36562740
564.244918183342,28,39,11,1,0,0,0,0,CHON,Lignin,565.252194650222,0.206014199417623,-1,5660477
564.253118186288,28,40,11,0,1,0,0,0,CHO,Lignin,565.260394653168,0.0394715994245011,-1,14518079
564.28943919934,29,44,10,0,1,0,0,0,CHO,Lignin,565.296715666219,0.153556491774627,-1,4296521.5
564.302507204036,29,50,2,2,1,1,2,0,CHONSP,Lipid,565.309783670916,0.696496851208393,-1,3011917.3
565.083536485032,24,22,16,0,0,0,0,0,CHO,Tannin,566.090812951912,-0.0499780455953223,-1,15341609
565.112219495364,0,0,0,0,0,0,0,0,,None,566.119495962244,0,-1,8968241
565.11992549814,25,26,15,0,0,0,0,0,CHO,Lignin,566.12720196502,-0.056169214008076,-1,104605744
565.148512508438,29,32,4,2,0,1,2,0,CHONSP,Lignin,566.155788975318,0.0216560213301467,-1,18610236
565.156164511195,26,30,14,0,0,0,0,0,CHO,Lignin,566.163440978075,0.202581651927372,-1,243574848
565.171562516742,0,0,0,0,0,0,0,0,,None,566.178838983622,0,-1,10932290
565.184715521481,30,36,3,2,0,1,2,0,CHONSP,UnsatHC,566.191991988361,0.343971553210068,-1,23746630
565.192527524296,27,34,13,0,0,0,0,0,CHO,Lignin,566.199803991176,0.24229525194677,-1,199927872
565.207849529816,0,0,0,0,0,0,0,0,,None,566.215125996696,0,-1,8216652
565.22104153457,31,40,2,2,0,1,2,0,CHONSP,UnsatHC,566.22831800145,0.449018782955266,-1,17926224
565.228968537426,28,38,12,0,0,0,0,0,CHO,Lignin,566.236245004306,0.144251969995344,-1,83716176
565.257249547617,29,43,9,0,0,0,1,0,CHOP,Lignin,566.264526014497,-0.0998213638417174,-1,7913561.5
565.265452550574,29,42,11,0,0,0,0,0,CHO,Lignin,566.272729017453,-0.0297138685887905,-1,21006428
566.08696484698,23,22,16,0,1,0,0,0,CHO,Tannin,567.09424131386,-0.179540282363522,-1,3257663.5
566.115075857135,24,25,15,1,0,0,0,0,CHON,Lignin,567.122352324015,0.117814408693156,-1,7473479
566.123161860057,24,26,15,0,1,0,0,0,CHO,Lignin,567.130438326937,0.152834264479806,-1,24709450
566.151552870314,25,29,14,1,0,0,0,0,CHON,Lignin,567.158829337194,-0.0435357658008457,-1,14866769
566.159546873202,25,30,14,0,1,0,0,0,CHO,Lignin,567.166823340082,0.153693964846365,-1,53029204
566.174531878617,0,0,0,0,0,0,0,0,,None,567.181808345497,0,-1,3007319.5
566.187913883452,26,33,13,1,0,0,0,0,CHON,Lignin,567.195190350332,-0.000350023936248158,-1,14260571
566.19598988637,26,34,13,0,1,0,0,0,CHO,Lignin,567.20326635325,0.0522973887731171,-1,47196508
566.211081891824,0,0,0,0,0,0,0,0,,None,567.218358358704,0,-1,3309921.5
566.224469896662,30,40,2,2,1,1,2,0,CHONSP,UnsatHC,567.231746363542,0.318604978033607,-1,7907685
566.23248989956,27,38,12,0,1,0,0,0,CHO,Lignin,567.23976636644,-0.149572800220895,-1,21064040
566.260632909731,28,43,9,0,1,0,1,0,CHOP,Lignin,567.267909376611,-0.149928472462377,-1,3367279.3
566.269010912759,28,42,11,0,1,0,0,0,CHO,Lignin,567.276287379639,-0.388436012695137,-1,6361457.5
567.032486189004,0,0,0,0,0,0,0,0,,None,568.039762655884,0,-1,3019329.5
