8875	8	3	0.001																																																															
id	mf	name	m_mj0	p_mj0	m_mj1	p_mj1	m_mj2	p_mj2	m_mj3	p_mj3	m_mj4	p_mj4	m_mj5	p_mj5	m_mj6	p_mj6	m_mj7	p_mj7	m_mn0_0	p_mn0_0	m_mn0_1	p_mn0_1	m_mn0_2	p_mn0_2	m_mn1_0	p_mn1_0	m_mn1_1	p_mn1_1	m_mn1_2	p_mn1_2	m_mn2_0	p_mn2_0	m_mn2_1	p_mn2_1	m_mn2_2	p_mn2_2	m_mn3_0	p_mn3_0	m_mn3_1	p_mn3_1	m_mn3_2	p_mn3_2	m_mn4_0	p_mn4_0	m_mn4_1	p_mn4_1	m_mn4_2	p_mn4_2	m_mn5_0	p_mn5_0	m_mn5_1	p_mn5_1	m_mn5_2	p_mn5_2	m_mn6_0	p_mn6_0	m_mn6_1	p_mn6_1	m_mn6_2	p_mn6_2	m_mn7_0	p_mn7_0	m_mn7_1	p_mn7_1	m_mn7_2	p_mn7_2
5731	C28H39O4Cl		474.2536874	1	475.2570422	0.3028404	476.2507373	0.3199578	477.2540922	0.09689613	478.257447	0.01414803	479.2608018	0.001326184	0	0	0	0	0	0	0	0	0	0	0	0	475.2579045	0.001523703	475.2599642	0.004485516	476.2579338	0.008219974	476.2603971	0.04421843	476.263319	0.001358395	477.2570141	0.001435176	477.2612886	0.00248934	477.2637519	0.004144873	0	0	0	0	478.2549837	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5732	C30H47O2Cl		474.3264584	1	475.3298133	0.3244719	476.3235083	0.3199578	477.3268632	0.1038173	478.330218	0.01628146	479.3335728	0.001643562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475.3327352	0.005405622	476.3307048	0.004109987	476.3331681	0.05088629	476.33609	0.001753972	477.3297851	0.001729571	477.3340596	0.001333575	477.3365229	0.005136808	0	0	0	0	478.3277547	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5733	C27H51O4Cl		474.3475878	1	475.3509426	0.2920247	476.3446377	0.3199578	477.3479925	0.09343556	478.3513474	0.01313746	479.3547022	0.001184093	0	0	0	0	0	0	0	0	0	0	0	0	475.3518049	0.001523703	475.3538645	0.005865674	476.3518342	0.008219974	476.3542975	0.04105997	476.3572194	0.001712922	477.3509144	0.001876768	477.355189	0.002400435	477.3576523	0.003700779	0	0	0	0	478.3488841	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5734	C12HOCl9		475.7224138	0.271339	477.7194637	0.7813531	478.7228185	0.1014108	479.7165136	1	480.7198684	0.1297887	481.7135635	0.7465681	483.7106134	0.3583054	485.7076633	0.1146426	0	0	0	0	0	0	0	0	0	0	477.7291234	0.002094921	0	0	0	0	0	0	0	0	479.7237101	0.001605676	479.7261734	0.006032576	0	0	0	0	0	0	0	0	481.72076	0.002054994	481.7232233	0.007720679	0	0	483.7178099	0.001534193	483.7202732	0.005764012	0	0	0	0	485.7173231	0.002766361
5735	C12H4O3Cl8		475.7668654	0.3488644	477.7639153	0.892975	478.7672702	0.1158981	479.7609652	1	480.7643201	0.1297887	481.7580152	0.6399155	482.76137	0.08305383	483.7550651	0.2559324	0	0	0	0	0	0	0	0	477.7711118	0.002150742	477.7735751	0.00269347	0	0	0	0	0	0	0	0	479.7681617	0.005505174	479.770625	0.006894373	0	0	0	0	0	0	0	0	481.7652116	0.006164981	481.7676749	0.007720679	0	0	0	0	0	0	0	0	483.7622615	0.003945067	483.7647248	0.004940582
5736	C16H10O4Cl6		475.8710249	0.5209021	476.8743797	0.09014297	477.8680748	1	478.8714296	0.1730517	479.8651247	0.7998944	480.8684795	0.1384231	481.8621746	0.3412432	483.8592245	0.08188757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.8752713	0.004281802	477.8777346	0.007312214	0	0	478.8722919	0.001523703	478.8743515	0.001150132	0	0	479.8723212	0.008219974	479.8747845	0.0140376	0	0	480.8693418	0.001218801	480.875676	0.00142248	0	0	481.8693711	0.006575112	481.8718344	0.0112286	0	0	483.866421	0.002805011	483.8688843	0.004790235
5737	C20H13O3Cl5		475.9307327	0.6250825	476.9340875	0.1352144	477.9277826	1	478.9311374	0.2163146	479.9248325	0.6399155	480.9281873	0.1384231	481.9218824	0.2047459	482.9252372	0.04428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.9349791	0.003853622	477.9374424	0.01389321	0	0	478.9319997	0.001142777	478.9340593	0.001495172	0	0	479.932029	0.006164981	479.9344923	0.0222262	0	0	480.9353838	0.001333575	480.9378471	0.001442355	0	0	481.9290789	0.003945067	481.9315422	0.01422289	0	0	0	0	0	0
5738	C19H12O6Cl4		475.9387988	0.7813531	476.9421537	0.1605672	477.9358487	1	478.9392036	0.2054988	479.9328986	0.4799366	480.9362535	0.09862642	481.9299486	0.102373	482.9333034	0.02103753	0	0	0	0	0	0	0	0	0	0	476.9430159	0.001785825	0	0	477.9430452	0.009634054	477.9455085	0.01562986	478.9400658	0.002285554	478.9421255	0.001380159	478.9464	0.001979787	0	0	479.9400951	0.01232996	479.9425584	0.02000358	0	0	480.94345	0.002533793	480.9459132	0.001226002	0	0	481.937145	0.0059176	481.9396083	0.009600449	0	0	0	0	0	0
5739	C23H12O3Cl4		475.954055	0.7813531	476.9574098	0.1943708	477.9511049	1	478.9544597	0.2487617	479.9481548	0.4799366	480.9515096	0.1193899	481.9452047	0.102373	482.9485595	0.02546648	0	0	0	0	0	0	0	0	0	0	476.9603317	0.001078391	0	0	477.9583013	0.004817027	477.9607646	0.02312488	478.9573816	0.001380159	478.9616562	0.001198292	478.9641195	0.001750787	0	0	479.9553513	0.006164981	479.9578145	0.02959593	0	0	480.9587061	0.001533611	480.9611694	0.002240711	0	0	481.9524012	0.0029588	481.9548645	0.01420417	0	0	0	0	0	0
5740	C17H10O12Cl2		475.9549311	1	476.958286	0.1838674	477.951981	0.6399155	478.9553359	0.1176596	479.9490309	0.102373	480.9523858	0.01882305	481.9532773	0.00252451	0	0	0	0	0	0	0	0	0	0	476.9591482	0.004571108	476.9612079	0.001150132	0	0	477.9591775	0.02465992	477.9616408	0.01590928	0	0	478.9561981	0.002925123	478.9625323	0.004534156	0	0	479.9562274	0.01578027	479.9586907	0.01018059	0	0	0	0	480.9595822	0.002901477	0	0	0	0	481.9557406	0.00162868	0	0	0	0	0	0
5741	C22H11O6Cl3		475.9621211	1	476.9654759	0.237946	477.959171	0.9598733	478.9625259	0.228398	479.9562209	0.3071189	480.9595758	0.07307772	481.9532708	0.03275502	482.9566257	0.007793928	0	0	0	0	0	0	0	0	476.9663382	0.002285554	476.9683979	0.001265145	0	0	477.9663675	0.01232996	477.9688308	0.02702237	478.9633881	0.002193842	478.9697223	0.002933865	478.9721856	0.001948444	0	0	479.9634174	0.0118352	479.9658807	0.02593806	0	0	480.9667722	0.002816139	480.9692355	0.00187026	0	0	481.9604673	0.003786764	481.9629306	0.008299083	0	0	0	0	0	0
5742	C20H16O5Cl4		475.9751843	0.7813531	476.9785392	0.1690181	477.9722342	1	478.9755891	0.2163146	479.9692842	0.4799366	480.972639	0.1038173	481.9663341	0.102373	482.9696889	0.02214476	0	0	0	0	0	0	0	0	476.9794014	0.001488187	476.9814611	0.001437855	0	0	477.9794307	0.008028379	477.981894	0.01736651	478.9764513	0.001904628	478.978511	0.001840212	478.9827855	0.001736655	0	0	479.9764806	0.01027497	479.9789439	0.0222262	0	0	480.9798355	0.002222625	480.9822988	0.001442355	0	0	481.9735305	0.004931334	481.9759938	0.01066717	0	0	0	0	0	0
5743	C20H9O12Cl		475.9782534	1	476.9816082	0.2163146	477.9753033	0.3199578	478.9786582	0.06921153	479.9795497	0.007890134	480.9829045	0.001706751	0	0	0	0	0	0	0	0	0	0	0	0	476.9824705	0.004571108	476.9845301	0.001035119	0	0	477.9824998	0.02465992	477.9849631	0.0222262	478.9795204	0.001462561	478.9858546	0.0053343	478.9883179	0.001442355	0	0	0	0	479.982013	0.007111444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5744	C18H21O4Cl5		475.9882476	0.6250825	476.9916024	0.121693	477.9852975	1	478.9886523	0.1946831	479.9823474	0.6399155	480.9857022	0.1245807	481.9793973	0.2047459	482.9827521	0.03986058	0	0	0	0	0	0	0	0	0	0	476.9945243	0.001509748	0	0	477.9924939	0.005138163	477.9949572	0.01118769	0	0	478.9895145	0.001523703	478.9915742	0.002415278	0	0	479.9895438	0.008219974	479.9920071	0.01789794	0	0	480.9886241	0.001545574	480.9928987	0.00160029	0	0	481.9865938	0.005260089	481.989057	0.01145317	0	0	0	0	0	0
5745	C18H14O11Cl2		475.9913166	1	476.9946715	0.1946831	477.9883665	0.6399155	478.9917214	0.1245807	479.9854164	0.102373	480.9887713	0.01993029	481.9896628	0.002314134	0	0	0	0	0	0	0	0	0	0	476.9955337	0.004190182	476.9975934	0.001610185	0	0	477.995563	0.02260493	477.9980263	0.01789794	478.9925836	0.002681363	478.9989178	0.004400798	479.0013811	0.001032423	0	0	479.9926129	0.01446525	479.9950762	0.01145317	0	0	0	0	480.9959678	0.002816139	0	0	0	0	481.9921261	0.001832265	0	0	0	0	0	0
5746	C23H15O5Cl3		475.9985066	1	477.0018615	0.2487617	477.9955565	0.9598733	478.9989114	0.2387798	479.9926064	0.3071189	480.9959613	0.07639944	481.9896563	0.03275502	482.9930112	0.008148198	0	0	0	0	0	0	0	0	477.0027237	0.001904628	477.0047834	0.001725198	0	0	478.002753	0.01027497	478.0052163	0.02959593	478.9997736	0.001828202	479.0061078	0.002556019	479.0085711	0.002240711	0	0	479.9998029	0.009862668	480.0022662	0.02840835	0	0	481.0031577	0.002453454	481.005621	0.002150799	0	0	481.9968528	0.003155637	481.9993161	0.009089471	0	0	0	0	0	0
5747	C16H19O10Cl3		476.0043798	1	477.0077347	0.1730517	478.0014298	0.9598733	479.0047846	0.1661077	479.9984797	0.3071189	481.0018345	0.05314744	481.9955296	0.03275502	482.9988844	0.005668311	0	0	0	0	0	0	0	0	477.0085969	0.003809256	477.0106566	0.002185251	0	0	478.0086262	0.02054994	478.0110895	0.0140376	479.0056468	0.003656404	479.0077065	0.002097564	479.0119811	0.003556201	0	0	480.0056761	0.01972534	480.0081394	0.01347431	0	0	481.0026967	0.001169895	481.009031	0.003413502	0	0	482.002726	0.006311274	482.0051893	0.004311211	0	0	0	0	483.0060809	0.001092176
5748	C22H14O8Cl2		476.0065728	1	477.0099276	0.237946	478.0036227	0.6399155	479.0069775	0.1522654	480.0006726	0.102373	481.0040274	0.02435924	482.0073823	0.002766361	0	0	0	0	0	0	0	0	0	0	477.0107898	0.003047405	477.0128495	0.001610185	0	0	478.0108191	0.01643995	478.0132824	0.02702237	479.0078398	0.001950082	479.014174	0.003911821	479.0166373	0.001948444	0	0	480.0078691	0.01052018	480.0103324	0.01729204	0	0	481.0112239	0.002503235	481.0136872	0.00124684	0	0	0	0	482.004919	0.001683006	0	0	0	0	0	0
5749	C21H20O4Cl4		476.0115698	0.7813531	477.0149247	0.177469	478.0086197	1	479.0119746	0.2271303	480.0056697	0.4799366	481.0090245	0.1090081	482.0027196	0.102373	483.0060744	0.023252	0	0	0	0	0	0	0	0	0	0	477.0178466	0.001797319	0	0	478.0158162	0.006422703	478.0182795	0.01919456	479.0128368	0.001523703	479.0148965	0.002300265	479.0191711	0.00145879	0	0	480.0128661	0.008219974	480.0153294	0.0245658	0	0	481.016221	0.001867005	481.0186843	0.001682748	0	0	482.009916	0.003945067	482.0123793	0.01179003	0	0	0	0	0	0
5750	C27H15O2Cl3		476.0137628	1	477.0171176	0.2920247	478.0108127	0.9598733	479.0141675	0.2803067	480.0078626	0.3071189	481.0112174	0.0896863	482.0049125	0.03275502	483.0082673	0.009565275	0	0	0	0	0	0	0	0	0	0	477.0200395	0.001725198	0	0	478.0180091	0.004109987	478.0204724	0.04105997	479.0170894	0.001655972	479.021364	0.001200218	479.0238273	0.003700779	0	0	480.0150591	0.003945067	480.0175223	0.03941237	0	0	481.0184139	0.001152057	481.0208772	0.003552279	0	0	482.012109	0.001262255	482.0145723	0.01261029	0	0	0	0	483.0179271	0.001136579
5751	C21H13O11Cl		476.0146389	1	477.0179937	0.2271303	478.0116888	0.3199578	479.0150437	0.0726721	480.0183985	0.007860017	481.01929	0.001642748	0	0	0	0	0	0	0	0	0	0	0	0	477.018856	0.004190182	477.0209157	0.001495172	0	0	478.0188853	0.02260493	478.0213486	0.0245658	479.0159059	0.001340681	479.0222401	0.005134264	479.0247034	0.001682748	0	0	0	0	480.0159352	0.007232623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5752	C26H14O5Cl2		476.0218289	1	477.0251837	0.2812089	478.0188788	0.6399155	479.0222337	0.17995	480.0159287	0.102373	481.0192836	0.02878819	482.0226384	0.003892066	0	0	0	0	0	0	0	0	0	0	477.026046	0.001904628	477.0281057	0.001610185	0	0	478.0260753	0.01027497	478.0285386	0.03801849	479.0230959	0.001218801	479.0294301	0.002889413	479.0318934	0.003289582	0	0	480.0231252	0.006575112	480.0255885	0.02432862	0	0	481.02648	0.00184898	481.0289433	0.002105054	0	0	0	0	482.0201751	0.001051879	0	0	0	0	0	0
5753	C19H18O10Cl2		476.0277021	1	477.031057	0.2054988	478.024752	0.6399155	479.0281069	0.1315019	480.021802	0.102373	481.0251568	0.02103753	482.0260483	0.002103758	0	0	0	0	0	0	0	0	0	0	477.0319192	0.003809256	477.0339789	0.002070238	0	0	478.0319485	0.02054994	478.0344118	0.02000358	479.0289691	0.002437602	479.0310288	0.001324777	479.0353034	0.004222988	0	0	480.0289984	0.01315022	480.0314617	0.0128006	0	0	0	0	481.0323533	0.002702356	0	0	0	0	482.0285116	0.002047826	0	0	0	0	0	0
5754	C24H19O4Cl3		476.0348921	1	477.038247	0.2595775	478.031942	0.9598733	479.0352969	0.2491615	480.0289919	0.3071189	481.0323468	0.07972115	482.0260419	0.03275502	483.0293967	0.008502468	0	0	0	0	0	0	0	0	477.0391092	0.001523703	477.0411689	0.002185251	0	0	478.0391385	0.008219974	478.0416018	0.03228647	479.0382188	0.002097564	479.0424933	0.00213372	479.0449566	0.002560813	0	0	480.0361884	0.007890134	480.0386517	0.03099092	0	0	481.0395433	0.002048101	481.0420066	0.002458056	0	0	482.0332383	0.00252451	482.0357016	0.009915787	0	0	0	0	0	0
5755	C23H18O7Cl2		476.0429583	1	477.0463131	0.2487617	478.0400082	0.6399155	479.043363	0.1591865	480.0370581	0.102373	481.0404129	0.02546648	482.0437678	0.003029824	0	0	0	0	0	0	0	0	0	0	477.0471754	0.002666479	477.049235	0.002070238	0	0	478.0472047	0.01438496	478.0496679	0.02959593	479.0442253	0.001706322	479.0505595	0.003578427	479.0530228	0.002240711	0	0	480.0442546	0.009205156	480.0467179	0.0189389	0	0	481.0476094	0.002289891	481.0500727	0.001433866	0	0	0	0	482.0413045	0.001472631	0	0	0	0	0	0
5756	C22H17O10Cl		476.0510244	1	477.0543793	0.237946	478.0480743	0.3199578	479.0514292	0.07613268	480.054784	0.008646019	481.0556755	0.001564522	0	0	0	0	0	0	0	0	0	0	0	0	477.0552415	0.003809256	477.0573012	0.001955225	0	0	478.0552708	0.02054994	478.0577341	0.02702237	479.0522914	0.001218801	479.0586256	0.004889776	479.0610889	0.001948444	0	0	0	0	480.0523207	0.006575112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5757	C27H18O4Cl2		476.0582144	1	477.0615693	0.2920247	478.0552643	0.6399155	479.0586192	0.1868711	480.0523142	0.102373	481.0556691	0.02989543	482.0590239	0.004203431	0	0	0	0	0	0	0	0	0	0	477.0624315	0.001523703	477.0644912	0.002070238	0	0	478.0624608	0.008219974	478.0649241	0.04105997	479.0615411	0.001324777	479.0658156	0.002400435	479.0682789	0.003700779	0	0	480.0595107	0.005260089	480.061974	0.02627491	0	0	481.0628655	0.001536076	481.0653288	0.002368186	0	0	0	0	0	0	0	0	0	0	0	0
5758	C20H22O9Cl2		476.0640876	1	477.0674425	0.2163146	478.0611376	0.6399155	479.0644924	0.1384231	480.0581875	0.102373	481.0615423	0.02214476	482.0648971	0.002275362	0	0	0	0	0	0	0	0	0	0	477.0683047	0.003428331	477.0703644	0.002530291	0	0	478.068334	0.01849494	478.0707973	0.0222262	479.0653546	0.002193842	479.0674143	0.001619173	479.0716889	0.004000726	0	0	480.0653839	0.0118352	480.0678472	0.01422289	0	0	0	0	481.0687388	0.002560126	0	0	0	0	482.0624338	0.001893382	0	0	0	0	0	0
5759	C26H17O7Cl		476.0662806	1	477.0696354	0.2812089	478.0633305	0.3199578	479.0666853	0.08997498	480.0700401	0.01216431	481.0709317	0.001294286	0	0	0	0	0	0	0	0	0	0	0	0	477.0704976	0.002666479	477.0725573	0.001955225	0	0	478.0705269	0.01438496	478.0729902	0.03801849	0	0	479.0738818	0.004045178	479.0763451	0.003289582	0	0	0	0	480.0675769	0.004602578	0	0	0	0	481.073395	0.001052527	0	0	0	0	0	0	0	0	0	0	0	0
5760	C25H23O3Cl3		476.0712776	1	477.0746325	0.2703932	478.0683275	0.9598733	479.0716824	0.2595432	480.0653775	0.3071189	481.0687323	0.08304287	482.0624274	0.03275502	483.0657822	0.008856736	0	0	0	0	0	0	0	0	477.0754947	0.001142777	477.0775544	0.002645304	0	0	478.075524	0.006164981	478.0779873	0.03509399	479.0746043	0.002539157	479.0788789	0.001666969	479.0813421	0.002910014	0	0	480.0725739	0.0059176	480.0750372	0.03368579	0	0	481.0759288	0.001600079	481.0783921	0.002793245	0	0	482.0696238	0.001893382	482.0720871	0.01077803	0	0	0	0	0	0
5761	C19H21O12Cl		476.0721538	1	477.0755086	0.2054988	478.0692037	0.3199578	479.0725585	0.06575095	480.0734501	0.007890134	481.0768049	0.001621413	0	0	0	0	0	0	0	0	0	0	0	0	477.0763709	0.004571108	477.0784305	0.002415278	0	0	478.0764002	0.02465992	478.0788635	0.02000358	479.0734208	0.001462561	479.079755	0.005067586	479.0822183	0.001226002	0	0	0	0	480.0759134	0.0064003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5762	C24H22O6Cl2		476.0793438	1	477.0826986	0.2595775	478.0763937	0.6399155	479.0797485	0.1661077	480.0734436	0.102373	481.0767984	0.02657372	482.0801533	0.003305262	0	0	0	0	0	0	0	0	0	0	477.0835609	0.002285554	477.0856205	0.002530291	0	0	478.0835902	0.01232996	478.0860535	0.03228647	479.0826704	0.001619173	479.086945	0.00320058	479.0894083	0.002560813	0	0	480.0806401	0.007890134	480.0831034	0.02066062	0	0	481.0839949	0.002048101	481.0864582	0.001638704	0	0	0	0	482.07769	0.001262255	0	0	0	0	0	0
5763	C23H21O9Cl		476.0874099	1	477.0907648	0.2487617	478.0844598	0.3199578	479.0878147	0.07959326	480.0911695	0.009469449	481.0920611	0.001472073	0	0	0	0	0	0	0	0	0	0	0	0	477.091627	0.003428331	477.0936867	0.002415278	0	0	478.0916563	0.01849494	478.0941196	0.02959593	479.0886769	0.001096921	479.0950111	0.004600834	479.0974744	0.002240711	0	0	0	0	480.0887062	0.0059176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5764	C28H22O3Cl2		476.0945999	1	477.0979548	0.3028404	478.0916498	0.6399155	479.0950047	0.1937923	480.0886997	0.102373	481.0920546	0.03100267	482.0954094	0.004526772	0	0	0	0	0	0	0	0	0	0	477.098817	0.001142777	477.1008767	0.002530291	0	0	478.0988463	0.006164981	478.1013096	0.04421843	479.0979266	0.001619173	479.1022011	0.001867005	479.1046644	0.004144873	0	0	480.0958962	0.003945067	480.0983595	0.02829606	0	0	481.0992511	0.001194726	481.1017143	0.002652369	0	0	0	0	0	0	0	0	0	0	0	0
5765	C27H21O6Cl		476.1026661	1	477.1060209	0.2920247	478.099716	0.3199578	479.1030708	0.09343556	480.1064257	0.01313746	481.1097805	0.001184093	0	0	0	0	0	0	0	0	0	0	0	0	477.1068832	0.002285554	477.1089428	0.002415278	0	0	478.1069125	0.01232996	478.1093757	0.04105997	0	0	479.1102673	0.003600653	479.1127306	0.003700779	0	0	0	0	480.1039624	0.003945067	0	0	0	0	481.1073172	0.001152057	0	0	0	0	0	0	0	0	0	0	0	0
5766	C20H25O11Cl		476.1085393	1	477.1118941	0.2163146	478.1055892	0.3199578	479.108944	0.06921153	480.1098356	0.007232623	481.1131904	0.001564522	0	0	0	0	0	0	0	0	0	0	0	0	477.1127564	0.004190182	477.114816	0.002875331	0	0	478.1127857	0.02260493	478.115249	0.0222262	479.1098063	0.001340681	479.1161405	0.004889776	479.1186038	0.001442355	0	0	0	0	480.1122989	0.007111444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5767	C25H26O5Cl2		476.1157293	1	477.1190841	0.2703932	478.1127792	0.6399155	479.116134	0.1730288	480.1098291	0.102373	481.1131839	0.02768096	482.1165388	0.003592676	0	0	0	0	0	0	0	0	0	0	477.1199464	0.001904628	477.122006	0.002990344	0	0	478.1199757	0.01027497	478.122439	0.03509399	479.1190559	0.001913567	479.1233305	0.002778282	479.1257938	0.002910014	0	0	480.1170256	0.006575112	480.1194889	0.02245719	0	0	481.1203804	0.001777866	481.1228437	0.001862163	0	0	0	0	482.1140755	0.001051879	0	0	0	0	0	0
5768	C24H25O8Cl		476.1237954	1	477.1271503	0.2595775	478.1208453	0.3199578	479.1242002	0.08305383	480.127555	0.01033031	481.1284466	0.001365401	0	0	0	0	0	0	0	0	0	0	0	0	477.1280125	0.003047405	477.1300722	0.002875331	0	0	478.1280418	0.01643995	478.1305051	0.03228647	0	0	479.1313967	0.004267441	479.13386	0.002560813	0	0	0	0	480.1250917	0.005260089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5769	C23H31O4Cl3		476.1287925	1	477.1321474	0.2487617	478.1258424	0.9598733	479.1291973	0.2387798	480.1228923	0.3071189	481.1262472	0.07639944	482.1199422	0.03275502	483.1232971	0.008148198	0	0	0	0	0	0	0	0	477.1330096	0.001523703	477.1350693	0.00356541	0	0	478.1330389	0.008219974	478.1355022	0.02959593	479.1321192	0.003422342	479.1363937	0.002044815	479.138857	0.002240711	0	0	480.1300888	0.007890134	480.1325521	0.02840835	481.1291691	0.001095005	481.1334436	0.001962763	481.1359069	0.002150799	0	0	482.1271387	0.00252451	482.129602	0.009089471	0	0	0	0	0	0
5770	C29H26O2Cl2		476.1309854	1	477.1343403	0.3136561	478.1280353	0.6399155	479.1313902	0.2007134	480.1250853	0.102373	481.1284401	0.03210991	482.1317949	0.004862089	0	0	0	0	0	0	0	0	0	0	0	0	477.1372622	0.002990344	0	0	478.1352318	0.004109987	478.1376951	0.04749387	479.1343121	0.001913567	479.1385867	0.001289123	479.1410499	0.004623127	0	0	480.1322817	0.002630045	480.134745	0.03039207	0	0	0	0	481.1380999	0.002958411	0	0	0	0	0	0	0	0	0	0	0	0
5771	C28H25O5Cl		476.1390516	1	477.1424064	0.3028404	478.1361015	0.3199578	479.1394563	0.09689613	480.1428112	0.01414803	481.146166	0.001326184	0	0	0	0	0	0	0	0	0	0	0	0	477.1432687	0.001904628	477.1453283	0.002875331	0	0	478.143298	0.01027497	478.1457613	0.04421843	0	0	479.1466528	0.003111675	479.1491161	0.004144873	0	0	0	0	480.1403479	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5772	C21H29O10Cl		476.1449248	1	477.1482796	0.2271303	478.1419747	0.3199578	479.1453296	0.0726721	480.1486844	0.007860017	481.1495759	0.001493407	0	0	0	0	0	0	0	0	0	0	0	0	477.1491419	0.003809256	477.1512016	0.003335383	0	0	478.1491712	0.02054994	478.1516345	0.0245658	479.1461918	0.001218801	479.152526	0.004667513	479.1549893	0.001682748	0	0	0	0	480.1462211	0.006575112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5773	C26H30O4Cl2		476.1521148	1	477.1554696	0.2812089	478.1491647	0.6399155	479.1525195	0.17995	480.1462146	0.102373	481.1495695	0.02878819	482.1529243	0.003892066	0	0	0	0	0	0	0	0	0	0	477.1563319	0.001523703	477.1583915	0.003450397	0	0	478.1563612	0.008219974	478.1588245	0.03801849	479.1554415	0.002207963	479.159716	0.00231153	479.1621793	0.003289582	0	0	480.1534111	0.005260089	480.1558744	0.02432862	0	0	481.1567659	0.001479184	481.1592292	0.002105054	0	0	0	0	0	0	0	0	0	0	0	0
5774	C32H25O2Cl		476.1543077	1	477.1576626	0.3461033	478.1513576	0.3199578	479.1547125	0.1107384	480.1580673	0.01856461	481.1614221	0.002007898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.1605845	0.002875331	0	0	478.1585541	0.004109987	478.1610174	0.05802207	0	0	479.1619089	0.00142248	479.1643722	0.006275509	0	0	0	0	480.155604	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5775	C25H29O7Cl		476.1601809	1	477.1635358	0.2703932	478.1572309	0.3199578	479.1605857	0.08651441	480.1639405	0.0112286	481.1648321	0.001244506	0	0	0	0	0	0	0	0	0	0	0	0	477.164398	0.002666479	477.1664577	0.003335383	0	0	478.1644273	0.01438496	478.1668906	0.03509399	479.1635076	0.001067182	479.1677822	0.003889594	479.1702455	0.002910014	0	0	0	0	480.1614772	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5776	C29H29O4Cl		476.1754371	1	477.1787919	0.3136561	478.172487	0.3199578	479.1758418	0.1003567	480.1791967	0.01519603	481.1825515	0.001479205	0	0	0	0	0	0	0	0	0	0	0	0	477.1796542	0.001523703	477.1817138	0.003335383	478.1796835	0.008219974	478.1821468	0.04749387	478.1850687	0.001046163	479.1787637	0.001067182	479.1830383	0.002578245	479.1855016	0.004623127	0	0	0	0	480.1767334	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5777	C22H33O9Cl		476.1813103	1	477.1846652	0.237946	478.1783602	0.3199578	479.1817151	0.07613268	480.1850699	0.008646019	481.1859614	0.00140807	0	0	0	0	0	0	0	0	0	0	0	0	477.1855274	0.003428331	477.1875871	0.003795437	0	0	478.1855567	0.01849494	478.18802	0.02702237	479.184637	0.001214379	479.1889115	0.004400798	479.1913748	0.001948444	0	0	0	0	480.1826066	0.0059176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5778	C26H33O6Cl		476.1965665	1	477.1999213	0.2812089	478.1936164	0.3199578	479.1969712	0.08997498	480.200326	0.01216431	481.2012176	0.001109388	0	0	0	0	0	0	0	0	0	0	0	0	477.2007835	0.002285554	477.2028432	0.003795437	478.2008128	0.01232996	478.2032761	0.03801849	478.206198	0.001067311	479.1998931	0.001214379	479.2041677	0.003467296	479.206631	0.003289582	0	0	0	0	480.1978627	0.003945067	0	0	0	0	481.2036809	0.001052527	0	0	0	0	0	0	0	0	0	0	0	0
5779	C30H33O3Cl		476.2118226	1	477.2151774	0.3244719	478.2088725	0.3199578	479.2122273	0.1038173	480.2155822	0.01628146	481.218937	0.001643562	0	0	0	0	0	0	0	0	0	0	0	0	477.2160397	0.001142777	477.2180993	0.003795437	478.216069	0.006164981	478.2185323	0.05088629	478.2214542	0.001231512	479.2151493	0.001214379	479.2194238	0.002000363	479.2218871	0.005136808	0	0	0	0	480.2131189	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
