8875	8	3	0.001																																																															
id	mf	name	m_mj0	p_mj0	m_mj1	p_mj1	m_mj2	p_mj2	m_mj3	p_mj3	m_mj4	p_mj4	m_mj5	p_mj5	m_mj6	p_mj6	m_mj7	p_mj7	m_mn0_0	p_mn0_0	m_mn0_1	p_mn0_1	m_mn0_2	p_mn0_2	m_mn1_0	p_mn1_0	m_mn1_1	p_mn1_1	m_mn1_2	p_mn1_2	m_mn2_0	p_mn2_0	m_mn2_1	p_mn2_1	m_mn2_2	p_mn2_2	m_mn3_0	p_mn3_0	m_mn3_1	p_mn3_1	m_mn3_2	p_mn3_2	m_mn4_0	p_mn4_0	m_mn4_1	p_mn4_1	m_mn4_2	p_mn4_2	m_mn5_0	p_mn5_0	m_mn5_1	p_mn5_1	m_mn5_2	p_mn5_2	m_mn6_0	p_mn6_0	m_mn6_1	p_mn6_1	m_mn6_2	p_mn6_2	m_mn7_0	p_mn7_0	m_mn7_1	p_mn7_1	m_mn7_2	p_mn7_2
1086	C10H7O7Cl		273.9880302	1	274.9913851	0.1081573	275.9850802	0.3199578	276.988435	0.03460576	277.9893265	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.9922473	0.002666479	0	0	275.9922766	0.01438496	275.9947399	0.005264099	0	0	0	0	276.9956315	0.001555838	0	0	0	0	277.9917898	0.001684289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1087	C9H13O3Cl3		273.9930273	1	274.9963822	0.09734155	275.9900772	0.9598733	276.9934321	0.09343556	277.9871271	0.3071189	278.990482	0.02989543	279.984177	0.03275502	280.9875319	0.003188425	0	0	0	0	0	0	0	0	274.9972444	0.001142777	274.9993041	0.001495172	0	0	275.9972737	0.006164981	275.999737	0.004211279	0	0	276.9942943	0.001096921	276.996354	0.001435176	0	0	277.9943236	0.0059176	277.9967869	0.004042294	0	0	0	0	0	0	0	0	279.9913735	0.001893382	279.9938368	0.001293364	0	0	0	0	0	0
1088	C15H8OCl2		273.9952202	1	274.9985751	0.1622359	275.9922701	0.6399155	276.995625	0.1038173	277.9893201	0.102373	278.9926749	0.01660857	279.9960297	0.001257437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.9994666	0.002054994	276.0019299	0.0122829	0	0	0	0	0	0	0	0	277.9965165	0.001315022	277.9989798	0.007860017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1089	C8H12O6Cl2		274.0010935	1	275.0044483	0.08652583	275.9981434	0.6399155	277.0014982	0.05536922	277.9951933	0.102373	278.9985481	0.008857906	279.9994397	0.001262255	0	0	0	0	0	0	0	0	0	0	275.0053105	0.002285554	275.0073702	0.001380159	0	0	276.0053398	0.01232996	276.0078031	0.003275439	0	0	277.0023605	0.001462561	277.0086947	0.00106686	0	0	278.0023898	0.007890134	278.004853	0.002096005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1090	C14H7O4Cl		274.0032864	1	275.0066412	0.1514202	276.0003363	0.3199578	277.0036911	0.04844807	278.007046	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.0075035	0.001523703	0	0	276.0075328	0.008219974	276.0099961	0.01064518	0	0	0	0	277.0108876	0.00124467	0	0	0	0	278.0045827	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	C12H12O3Cl2		274.0163496	1	275.0197044	0.1297887	276.0133995	0.6399155	277.0167544	0.08305383	278.0104494	0.102373	279.0138043	0.01328686	0	0	0	0	0	0	0	0	0	0	0	0	275.0205667	0.001142777	275.0226263	0.001380159	0	0	276.020596	0.006164981	276.0230593	0.007720679	0	0	0	0	0	0	0	0	278.0176459	0.003945067	278.0201092	0.004940582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1092	C11H11O6Cl		274.0244158	1	275.0277706	0.118973	276.0214657	0.3199578	277.0248205	0.03806634	278.025712	0.003945067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.0286328	0.002285554	275.0306925	0.001265145	0	0	276.0286621	0.01232996	276.0311254	0.006433899	0	0	0	0	277.032017	0.001466933	0	0	0	0	278.0281753	0.002058576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	C10H17O2Cl3		274.0294128	1	275.0327677	0.1081573	276.0264627	0.9598733	277.0298176	0.1038173	278.0235126	0.3071189	279.0268675	0.03321715	280.0205626	0.03275502	281.0239174	0.003542695	0	0	0	0	0	0	0	0	0	0	275.0356896	0.001955225	0	0	276.0336592	0.004109987	276.0361225	0.005264099	0	0	0	0	277.0327395	0.001876768	0	0	278.0307091	0.003945067	278.0331724	0.005052868	0	0	0	0	0	0	0	0	280.027759	0.001262255	280.0302223	0.001616704	0	0	0	0	0	0
1094	C15H11O3Cl		274.0396719	1	275.0430267	0.1622359	276.0367218	0.3199578	277.0400766	0.05190864	278.0434315	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.043889	0.001142777	275.0459486	0.001265145	0	0	276.0439183	0.006164981	276.0463816	0.0122829	0	0	0	0	277.0472731	0.001000181	0	0	0	0	278.0409682	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	C13H16O2Cl2		274.0527351	1	275.05609	0.1406045	276.049785	0.6399155	277.0531399	0.08997498	278.0468349	0.102373	279.0501898	0.0143941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.0590119	0.001840212	0	0	276.0569815	0.004109987	276.0594448	0.009124438	0	0	0	0	277.0560618	0.00117758	0	0	278.0540314	0.002630045	278.0564947	0.00583887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1096	C12H15O5Cl		274.0608013	1	275.0641561	0.1297887	276.0578512	0.3199578	277.061206	0.04152691	278.0620975	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.0650183	0.001904628	275.067078	0.001725198	0	0	276.0650476	0.01027497	276.0675109	0.007720679	0	0	0	0	277.0684025	0.001333575	0	0	0	0	278.0645608	0.002470291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	C10H20O4Cl2		274.0738645	1	275.0772193	0.1081573	276.0709144	0.6399155	277.0742692	0.06921153	278.0679643	0.102373	279.0713191	0.01107238	0	0	0	0	0	0	0	0	0	0	0	0	275.0780816	0.001523703	275.0801412	0.002300265	0	0	276.0781109	0.008219974	276.0805742	0.005264099	0	0	0	0	277.0771911	0.001471975	0	0	278.0751608	0.005260089	278.0776241	0.003368579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1098	C16H15O2Cl		274.0760574	1	275.0794122	0.1730517	276.0731073	0.3199578	277.0764621	0.05536922	278.079817	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.0823341	0.001725198	0	0	276.0803038	0.004109987	276.0827671	0.0140376	0	0	0	0	0	0	0	0	0	0	278.0773537	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1099	C14H20OCl2		274.0891206	1	275.0924755	0.1514202	276.0861705	0.6399155	277.0895254	0.09689613	278.0832204	0.102373	279.0865753	0.01550134	280.0899301	0.001089778	0	0	0	0	0	0	0	0	0	0	0	0	275.0953974	0.002300265	0	0	276.093367	0.002054994	276.0958303	0.01064518	0	0	0	0	277.0924473	0.001471975	0	0	278.0904169	0.001315022	278.0928802	0.006812015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1100	C13H19O4Cl		274.0971868	1	275.1005416	0.1406045	276.0942367	0.3199578	277.0975915	0.04498749	278.1009464	0.002919435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.1014038	0.001523703	275.1034635	0.002185251	0	0	276.1014331	0.008219974	276.1038964	0.009124438	0	0	0	0	277.104788	0.001155765	0	0	0	0	278.0984831	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101	C17H19OCl		274.1124429	1	275.1157977	0.1838674	276.1094928	0.3199578	277.1128477	0.0588298	278.1162025	0.005090297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.1187197	0.002185251	0	0	276.1166893	0.002054994	276.1191526	0.01590928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1102	C14H23O3Cl		274.1335723	1	275.1369271	0.1514202	276.1306222	0.3199578	277.133977	0.04844807	278.1373319	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.1377894	0.001142777	275.139849	0.002645304	0	0	276.1378187	0.006164981	276.140282	0.01064518	0	0	0	0	0	0	0	0	0	0	278.1348686	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1103	C15H27O2Cl		274.1699578	1	275.1733126	0.1622359	276.1670077	0.3199578	277.1703625	0.05190864	278.1737174	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.1762345	0.003105357	0	0	276.1742042	0.004109987	276.1766675	0.0122829	0	0	0	0	0	0	0	0	0	0	278.1712541	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104	C16H31OCl		274.2063433	1	275.2096981	0.1730517	276.2033932	0.3199578	277.206748	0.05536922	278.2101029	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.21262	0.00356541	0	0	276.2105897	0.002054994	276.213053	0.0140376	0	0	0	0	277.2096699	0.001140781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	C4H2OCl6		275.8236808	0.5209021	276.8270356	0.02253574	277.8207307	1	278.8240855	0.04326291	279.8177806	0.7998944	280.8211354	0.03460576	281.8148305	0.3412432	283.8118804	0.08188757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.8279271	0.001070451	0	0	0	0	0	0	0	0	0	0	279.8249771	0.002054994	0	0	0	0	0	0	0	0	0	0	281.822027	0.001643778	0	0	0	0	0	0
1106	C7HOCl5		275.8470031	0.6250825	276.8503579	0.04732506	277.844053	1	278.8474078	0.0757101	279.8411029	0.6399155	280.8444577	0.04844807	281.8381528	0.2047459	283.8352027	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.8512494	0.001284541	277.8537127	0.001535565	0	0	0	0	0	0	0	0	279.8482993	0.002054994	279.8507626	0.00245658	0	0	0	0	0	0	0	0	281.8453493	0.001315022	281.8478125	0.001572003	0	0	0	0	0	0
1107	C10H3O3Cl3		275.914777	1	276.9181318	0.1081573	277.9118269	0.9598733	278.9151817	0.1038173	279.9088768	0.3071189	280.9122317	0.03321715	281.9059267	0.03275502	282.9092816	0.003542695	0	0	0	0	0	0	0	0	0	0	276.9189941	0.001142777	0	0	277.9190234	0.006164981	277.9214867	0.005264099	0	0	0	0	278.916044	0.001096921	0	0	279.9160733	0.0059176	279.9185366	0.005052868	0	0	0	0	0	0	0	0	281.9131232	0.001893382	281.9155865	0.001616704	0	0	0	0	0	0
1108	C9H2O6Cl2		275.9228431	1	276.926198	0.09734155	277.9198931	0.6399155	278.9232479	0.06229037	279.916943	0.102373	280.9202978	0.009965144	281.9211893	0.001262255	0	0	0	0	0	0	0	0	0	0	0	0	276.9270602	0.002285554	0	0	277.9270895	0.01232996	277.9295528	0.004211279	0	0	278.9241101	0.001462561	278.9304444	0.001200218	0	0	279.9241394	0.007890134	279.9266027	0.002694863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	C8H8O2Cl4		275.9278402	0.7813531	276.9311951	0.06760722	277.9248901	1	278.928245	0.08652583	279.92194	0.4799366	280.9252949	0.04152691	281.9189899	0.102373	282.9223448	0.008857906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.9320866	0.003211351	277.9345499	0.002559275	0	0	0	0	0	0	0	0	279.9291365	0.004109987	279.9315998	0.003275439	0	0	0	0	0	0	0	0	281.9261864	0.001972534	281.9286497	0.001572003	0	0	0	0	0	0
1110	C11H7O2Cl3		275.9511625	1	276.9545173	0.118973	277.9482124	0.9598733	278.9515673	0.114199	279.9452623	0.3071189	280.9486172	0.03653886	281.9423122	0.03275502	282.9456671	0.003896964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.9554089	0.004109987	277.9578722	0.006433899	0	0	0	0	0	0	0	0	279.9524588	0.003945067	279.9549221	0.006175728	0	0	0	0	0	0	0	0	281.9495087	0.001262255	281.951972	0.001975972	0	0	0	0	0	0
1111	C10H6O5Cl2		275.9592287	1	276.9625835	0.1081573	277.9562786	0.6399155	278.9596334	0.06921153	279.9533285	0.102373	280.9566833	0.01107238	281.9575749	0.001051879	0	0	0	0	0	0	0	0	0	0	0	0	276.9634457	0.001904628	0	0	277.963475	0.01027497	277.9659383	0.005264099	0	0	278.9604956	0.001218801	278.9668299	0.001111313	0	0	279.9605249	0.006575112	279.9629882	0.003368579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	C9H12OCl4		275.9642257	0.7813531	276.9675806	0.07605813	277.9612756	1	278.9646305	0.09734155	279.9583255	0.4799366	280.9616804	0.04671778	281.9553755	0.102373	282.9587303	0.009965144	0	0	0	0	0	0	0	0	0	0	276.9705025	0.001078391	0	0	277.9684721	0.001605676	277.9709354	0.003290496	0	0	0	0	278.9675524	0.001380159	0	0	279.965522	0.002054994	279.9679853	0.004211279	0	0	0	0	0	0	0	0	0	0	281.9650352	0.002021147	0	0	0	0	0	0
1113	C9H5O8Cl		275.9672948	1	276.9706496	0.09734155	277.9643447	0.3199578	278.9676995	0.03114519	279.9685911	0.005260089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.9715119	0.003047405	0	0	277.9715412	0.01643995	277.9740045	0.004211279	0	0	0	0	278.974896	0.00160029	0	0	0	0	279.9710544	0.001347431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1114	C8H11O4Cl3		275.9722919	1	276.9756467	0.08652583	277.9693418	0.9598733	278.9726966	0.08305383	279.9663917	0.3071189	280.9697465	0.02657372	281.9634416	0.03275502	282.9667964	0.002834156	0	0	0	0	0	0	0	0	276.976509	0.001523703	276.9785686	0.001265145	0	0	277.9765383	0.008219974	277.9790015	0.003275439	0	0	278.9735589	0.001462561	278.9756185	0.001214379	0	0	279.9735882	0.007890134	279.9760515	0.003144007	0	0	0	0	0	0	0	0	281.9706381	0.00252451	281.9731014	0.001005949	0	0	0	0	0	0
1115	C14H6O2Cl2		275.9744848	1	276.9778396	0.1514202	277.9715347	0.6399155	278.9748895	0.09689613	279.9685846	0.102373	280.9719394	0.01550134	281.9752943	0.001089778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.9787312	0.004109987	277.9811945	0.01064518	0	0	0	0	0	0	0	0	279.9757811	0.002630045	279.9782444	0.006812015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1116	C13H5O5Cl		275.9825509	1	276.9859058	0.1406045	277.9796008	0.3199578	278.9829557	0.04498749	279.9838472	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.986768	0.001904628	0	0	277.9867973	0.01027497	277.9892606	0.009124438	0	0	0	0	278.9901522	0.001444706	0	0	0	0	279.9863105	0.002919435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1117	C12H11OCl3		275.987548	1	276.9909029	0.1297887	277.9845979	0.9598733	278.9879528	0.1245807	279.9816478	0.3071189	280.9850027	0.03986058	281.9786977	0.03275502	282.9820526	0.004251234	0	0	0	0	0	0	0	0	0	0	276.9938248	0.001265145	0	0	277.9917944	0.002054994	277.9942577	0.007720679	0	0	0	0	278.9908747	0.001214379	0	0	279.9888443	0.001972534	279.9913076	0.007410873	0	0	0	0	0	0	0	0	0	0	281.9883575	0.002371166	0	0	0	0	0	0
1118	C11H10O4Cl2		275.9956142	1	276.998969	0.118973	277.9926641	0.6399155	278.9960189	0.07613268	279.989714	0.102373	280.9930688	0.01217962	0	0	0	0	0	0	0	0	0	0	0	0	276.9998312	0.001523703	277.0018909	0.001150132	0	0	277.9998605	0.008219974	278.0023238	0.006433899	0	0	0	0	0	0	0	0	279.9969104	0.005260089	279.9993737	0.004117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	C10H9O7Cl		276.0036803	1	277.0070351	0.1081573	278.0007302	0.3199578	279.0040851	0.03460576	280.0049766	0.004602578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0078974	0.002666479	277.0099571	0.001035119	0	0	278.0079267	0.01438496	278.01039	0.005264099	0	0	0	0	279.0112815	0.001555838	0	0	0	0	280.0074399	0.001684289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120	C9H15O3Cl3		276.0086774	1	277.0120322	0.09734155	278.0057273	0.9598733	279.0090821	0.09343556	280.0027772	0.3071189	281.006132	0.02989543	281.9998271	0.03275502	283.0031819	0.003188425	0	0	0	0	0	0	0	0	277.0128945	0.001142777	277.0149541	0.001725198	0	0	278.0129238	0.006164981	278.0153871	0.004211279	0	0	279.0099444	0.001096921	279.012004	0.001655972	0	0	280.0099737	0.0059176	280.012437	0.004042294	0	0	0	0	0	0	0	0	282.0070236	0.001893382	282.0094869	0.001293364	0	0	0	0	0	0
1121	C15H10OCl2		276.0108703	1	277.0142251	0.1622359	278.0079202	0.6399155	279.011275	0.1038173	280.0049701	0.102373	281.008325	0.01660857	282.0116798	0.001257437	0	0	0	0	0	0	0	0	0	0	0	0	277.017147	0.001150132	0	0	278.0151167	0.002054994	278.01758	0.0122829	0	0	0	0	0	0	0	0	280.0121666	0.001315022	280.0146299	0.007860017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	C8H14O6Cl2		276.0167435	1	277.0200984	0.08652583	278.0137934	0.6399155	279.0171483	0.05536922	280.0108433	0.102373	281.0141982	0.008857906	282.0150897	0.001262255	0	0	0	0	0	0	0	0	0	0	277.0209606	0.002285554	277.0230203	0.001610185	0	0	278.0209899	0.01232996	278.0234532	0.003275439	279.0180105	0.001462561	279.0200702	0.001030382	279.0243447	0.00106686	0	0	280.0180398	0.007890134	280.0205031	0.002096005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	C14H9O4Cl		276.0189364	1	277.0222913	0.1514202	278.0159864	0.3199578	279.0193412	0.04844807	280.022696	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0231535	0.001523703	277.0252132	0.001035119	0	0	278.0231828	0.008219974	278.0256461	0.01064518	0	0	0	0	279.0265377	0.00124467	0	0	0	0	280.0202327	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	C12H14O3Cl2		276.0319997	1	277.0353545	0.1297887	278.0290496	0.6399155	279.0324044	0.08305383	280.0260995	0.102373	281.0294543	0.01328686	0	0	0	0	0	0	0	0	0	0	0	0	277.0362167	0.001142777	277.0382764	0.001610185	0	0	278.036246	0.006164981	278.0387093	0.007720679	0	0	0	0	279.0353263	0.001030382	0	0	280.033296	0.003945067	280.0357593	0.004940582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	C11H13O6Cl		276.0400658	1	277.0434207	0.118973	278.0371157	0.3199578	279.0404706	0.03806634	280.0413621	0.003945067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0442829	0.002285554	277.0463426	0.001495172	0	0	278.0443122	0.01232996	278.0467755	0.006433899	0	0	0	0	279.047667	0.001466933	0	0	0	0	280.0438254	0.002058576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	C10H19O2Cl3		276.0450629	1	277.0484177	0.1081573	278.0421128	0.9598733	279.0454676	0.1038173	280.0391627	0.3071189	281.0425175	0.03321715	282.0362126	0.03275502	283.0395675	0.003542695	0	0	0	0	0	0	0	0	0	0	277.0513396	0.002185251	0	0	278.0493093	0.004109987	278.0517726	0.005264099	0	0	0	0	279.0483895	0.002097564	0	0	280.0463592	0.003945067	280.0488225	0.005052868	0	0	0	0	0	0	0	0	282.0434091	0.001262255	282.0458724	0.001616704	0	0	0	0	0	0
1127	C15H13O3Cl		276.055322	1	277.0586768	0.1622359	278.0523719	0.3199578	279.0557267	0.05190864	280.0590815	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.059539	0.001142777	277.0615987	0.001495172	0	0	278.0595683	0.006164981	278.0620316	0.0122829	0	0	0	0	279.0629232	0.001000181	0	0	0	0	280.0566182	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	C13H18O2Cl2		276.0683852	1	277.07174	0.1406045	278.0654351	0.6399155	279.0687899	0.08997498	280.062485	0.102373	281.0658398	0.0143941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0746619	0.002070238	0	0	278.0726316	0.004109987	278.0750949	0.009124438	0	0	0	0	279.0717118	0.001324777	0	0	280.0696815	0.002630045	280.0721448	0.00583887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129	C12H17O5Cl		276.0764513	1	277.0798062	0.1297887	278.0735012	0.3199578	279.0768561	0.04152691	280.0777476	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0806684	0.001904628	277.0827281	0.001955225	0	0	278.0806977	0.01027497	278.083161	0.007720679	0	0	0	0	279.0840525	0.001333575	0	0	0	0	280.0802109	0.002470291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	C16H17O2Cl		276.0917075	1	277.0950623	0.1730517	278.0887574	0.3199578	279.0921122	0.05536922	280.095467	0.004491438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.0979842	0.001955225	0	0	278.0959538	0.004109987	278.0984171	0.0140376	0	0	0	0	0	0	0	0	0	0	280.0930038	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	C13H21O4Cl		276.1128368	1	277.1161917	0.1406045	278.1098867	0.3199578	279.1132416	0.04498749	280.1165964	0.002919435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.1170539	0.001523703	277.1191136	0.002415278	0	0	278.1170832	0.008219974	278.1195465	0.009124438	0	0	0	0	279.120438	0.001155765	0	0	0	0	280.1141331	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	C17H21OCl		276.128093	1	277.1314478	0.1838674	278.1251429	0.3199578	279.1284977	0.0588298	280.1318526	0.005090297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.1343697	0.002415278	0	0	278.1323394	0.002054994	278.1348026	0.01590928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	C14H25O3Cl		276.1492223	1	277.1525772	0.1514202	278.1462723	0.3199578	279.1496271	0.04844807	280.1529819	0.003406007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.1534394	0.001142777	277.1554991	0.002875331	0	0	278.1534687	0.006164981	278.155932	0.01064518	0	0	0	0	0	0	0	0	0	0	280.1505186	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	C15H29O2Cl		276.1856078	1	277.1889627	0.1622359	278.1826578	0.3199578	279.1860126	0.05190864	280.1893674	0.003930009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.1918846	0.003335383	0	0	278.1898542	0.004109987	278.1923175	0.0122829	0	0	0	0	279.1889345	0.001067182	0	0	0	0	280.1869041	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	C7H3OCl5		277.8626531	0.6250825	278.866008	0.04732506	279.859703	1	280.8630579	0.0757101	281.8567529	0.6399155	282.8601078	0.04844807	283.8538028	0.2047459	285.8508528	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.8668995	0.001284541	279.8693628	0.001535565	0	0	0	0	0	0	0	0	281.8639494	0.002054994	281.8664127	0.00245658	0	0	0	0	0	0	0	0	283.8609993	0.001315022	283.8634626	0.001572003	0	0	0	0	0	0
1136	C6H2O4Cl4		277.8707193	0.7813531	278.8740741	0.05070542	279.8677692	1	280.871124	0.06489437	281.8648191	0.4799366	282.8681739	0.03114519	283.861869	0.102373	285.8589189	0.008188756	0	0	0	0	0	0	0	0	0	0	278.8749363	0.00119055	0	0	279.8749656	0.006422703	279.8774289	0.00137104	0	0	0	0	280.8719863	0.001523703	0	0	281.8720156	0.008219974	281.8744788	0.0017547	0	0	0	0	0	0	0	0	0	0	283.8690655	0.003945067	0	0	0	0	0	0
1137	C7H6O3Cl4		277.9071048	0.7813531	278.9104596	0.05915632	279.9041547	1	280.9075095	0.0757101	281.9012046	0.4799366	282.9045594	0.03633605	283.8982545	0.102373	285.8953044	0.008188756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.9113512	0.004817027	279.9138144	0.001919456	0	0	0	0	280.9083718	0.001142777	0	0	281.9084011	0.006164981	281.9108644	0.00245658	0	0	0	0	0	0	0	0	283.905451	0.0029588	283.9079143	0.001179003	0	0	0	0	0	0
1138	C10H5O3Cl3		277.9304271	1	278.9337819	0.1081573	279.927477	0.9598733	280.9308318	0.1038173	281.9245269	0.3071189	282.9278817	0.03321715	283.9215768	0.03275502	284.9249316	0.003542695	0	0	0	0	0	0	0	0	0	0	278.9346441	0.001142777	0	0	279.9346734	0.006164981	279.9371367	0.005264099	0	0	0	0	280.931694	0.001096921	0	0	281.9317233	0.0059176	281.9341866	0.005052868	0	0	0	0	0	0	0	0	283.9287733	0.001893382	283.9312366	0.001616704	0	0	0	0	0	0
1139	C9H4O6Cl2		277.9384932	1	278.941848	0.09734155	279.9355431	0.6399155	280.938898	0.06229037	281.932593	0.102373	282.9359479	0.009965144	283.9368394	0.001262255	0	0	0	0	0	0	0	0	0	0	0	0	278.9427103	0.002285554	0	0	279.9427396	0.01232996	279.9452029	0.004211279	0	0	280.9397602	0.001462561	280.9460944	0.001200218	0	0	281.9397895	0.007890134	281.9422528	0.002694863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	C8H10O2Cl4		277.9434903	0.7813531	278.9468451	0.06760722	279.9405402	1	280.943895	0.08652583	281.9375901	0.4799366	282.9409449	0.04152691	283.93464	0.102373	284.9379948	0.008857906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.9477367	0.003211351	279.9502	0.002559275	0	0	0	0	280.9468169	0.001150132	0	0	281.9447866	0.004109987	281.9472499	0.003275439	0	0	0	0	0	0	0	0	283.9418365	0.001972534	283.9442998	0.001572003	0	0	0	0	0	0
1141	C7H9O5Cl3		277.9515564	1	278.9549113	0.0757101	279.9486063	0.9598733	280.9519612	0.0726721	281.9456562	0.3071189	282.9490111	0.023252	283.9427062	0.03275502	284.946061	0.002479886	0	0	0	0	0	0	0	0	278.9557735	0.001904628	278.9578332	0.001035119	0	0	279.9558028	0.01027497	279.9582661	0.00245658	0	0	0	0	280.9528234	0.001828202	0	0	281.9528527	0.009862668	281.955316	0.002358005	0	0	0	0	0	0	0	0	0	0	283.9499026	0.003155637	0	0	0	0	0	0
1142	C11H9O2Cl3		277.9668126	1	278.9701674	0.118973	279.9638625	0.9598733	280.9672173	0.114199	281.9609124	0.3071189	282.9642672	0.03653886	283.9579623	0.03275502	284.9613171	0.003896964	0	0	0	0	0	0	0	0	0	0	278.9730893	0.001035119	0	0	279.9710589	0.004109987	279.9735222	0.006433899	0	0	0	0	0	0	0	0	281.9681089	0.003945067	281.9705722	0.006175728	0	0	0	0	0	0	0	0	283.9651588	0.001262255	283.9676221	0.001975972	0	0	0	0	0	0
